,Precipitation (mm/d),Evaporation (mm/d),Water table depth (m BGL),VWC (2cm),VWC (5cm),VWC (10cm),VWC (20cm),VWC (50cm),VWC (100cm),Soil temperature (deg C),Air temperature (deg C)
2004-8-2,0,3.0345,7.0742,0.06432,0.064987,0.071673,0.070759,0.071728,0.065017,13.167,16.726
2004-8-3,0,2.7085,7.0708,0.063469,0.062529,0.070848,0.070129,0.070976,0.063487,13.411,16.271
2004-8-4,1,3.1158,7.0675,0.06341,0.060015,0.070033,0.069542,0.070223,0.062035,13.797,17.693
2004-8-5,12,1.848,7.0628,0.075228,0.061912,0.069088,0.068965,0.069477,0.060738,13.895,15.639
2004-8-6,3,2.3638,7.0604,0.095126,0.071179,0.068608,0.068507,0.068741,0.059455,14.278,18.508
2004-8-7,9,2.0384,7.0588,0.10482,0.072017,0.066996,0.067808,0.067994,0.058367,14.999,17.21
2004-8-8,0,1.185,7.0553,0.12372,0.078685,0.067108,0.067134,0.06724,0.057191,14.044,9.9361
2004-8-9,4,1.6519,7.0496,0.12775,0.082456,0.068757,0.067168,0.066667,0.056246,13.023,9.222
2004-8-10,1,3.1481,7.0442,0.12764,0.08316,0.069203,0.067233,0.066379,0.055674,12.981,13.499
2004-8-11,1,2.3893,7.0429,0.1231,0.080792,0.068392,0.066996,0.066133,0.055084,13.415,13.151
2004-8-12,0,2.1475,7.0377,0.1181,0.079616,0.068894,0.066814,0.065797,0.054571,12.886,14.568
2004-8-13,1,2.5147,7.0337,0.10917,0.076462,0.068338,0.066645,0.065515,0.053948,13.398,17.665
2004-8-14,24,3.8576,7.0296,0.13527,0.079235,0.06685,0.066193,0.065075,0.053338,14.31,17.505
2004-8-15,1,2.7467,7.0265,0.13779,0.10797,0.069961,0.066497,0.064507,0.052543,14.46,15.89
2004-8-16,0,2.7332,7.022,0.12558,0.10016,0.075323,0.071263,0.064258,0.051725,14.044,15.317
2004-8-17,9,2.3033,7.0151,0.12052,0.097507,0.076081,0.076795,0.064742,0.051029,13.629,12.228
2004-8-18,0,3.3016,7.0102,0.12512,0.11469,0.074447,0.081222,0.065849,0.050427,12.353,7.9059
2004-8-19,1,2.1098,7.0096,0.11274,0.10795,0.078463,0.084884,0.067506,0.050112,12.125,8.8772
2004-8-20,0,2.3406,7.0015,0.10483,0.10363,0.08272,0.088163,0.069645,0.049887,11.211,10.724
2004-8-21,9,1.4188,6.9992,0.1222,0.10303,0.084273,0.090654,0.072363,0.049832,11.35,9.3662
2004-8-22,0,1.7511,6.9952,0.12318,0.10944,0.085383,0.092329,0.075534,0.049904,11.339,9.7623
2004-8-23,23,0.61516,6.9884,0.13454,0.1099,0.087019,0.093631,0.078562,0.050002,10.826,7.2768
2004-8-24,5,1.7333,6.9872,0.14499,0.12806,0.10611,0.10115,0.086441,0.050353,10.3,7.8752
2004-8-25,0,2.1109,6.9822,0.12518,0.11063,0.10321,0.11017,0.12146,0.05406,10.815,11.44
2004-8-26,0,2.0316,6.9808,0.1144,0.10117,0.094047,0.10936,0.12184,0.082247,11.035,11.155
2004-8-27,0,1.9882,6.9744,0.10577,0.096272,0.0877,0.10465,0.11671,0.1044,10.898,12.239
2004-8-28,1,1.4736,6.9684,0.097832,0.092181,0.082721,0.10027,0.11182,0.10629,11.333,13.122
2004-8-29,0,1.404,6.9688,0.092987,0.08923,0.078572,0.096335,0.10741,0.10431,11.759,11.41
2004-8-30,0,1.1196,6.9644,0.090713,0.087985,0.076325,0.093106,0.10335,0.10177,11.33,8.829
2004-8-31,0,1.2936,6.9586,0.08678,0.08711,0.075071,0.090626,0.099799,0.099107,11.062,11.402
2004-9-1,0,0.72027,6.9547,0.08268,0.084514,0.072697,0.088379,0.096634,0.096655,11.931,13.978
2004-9-2,32,0.26057,6.9515,0.10693,0.10134,0.071794,0.086287,0.093488,0.094225,12.039,12.072
2004-9-3,9,2.8441,6.9472,0.13118,0.11976,0.093243,0.091126,0.094096,0.09181,12.4,14.177
2004-9-4,0,1.8342,6.9443,0.13392,0.11415,0.10202,0.10369,0.10781,0.092713,11.864,11.177
2004-9-5,18,2.5137,6.9399,0.13303,0.10875,0.099975,0.11003,0.11387,0.09836,12,12.307
2004-9-6,1,1.9152,6.9356,0.13847,0.12185,0.10579,0.11467,0.11525,0.10366,11.419,7.372
2004-9-7,0,1.6748,6.9313,0.12504,0.10953,0.10293,0.11427,0.11907,0.10842,10.14,6.3012
2004-9-8,1,1.5802,6.9269,0.11985,0.10217,0.095817,0.10771,0.11794,0.11055,10.379,8.7585
2004-9-9,12,0.56966,6.9226,0.12836,0.10127,0.090959,0.10207,0.11389,0.10882,9.3508,1.8876
2004-9-10,2,1.1124,6.9182,0.14894,0.12487,0.090321,0.098102,0.10959,0.10592,7.718,1.3491
2004-9-11,11,1.0239,6.9139,0.14656,0.12497,0.093241,0.095747,0.10638,0.10284,7.5706,3.0665
2004-9-12,1,1.015,6.9096,0.14912,0.1274,0.098451,0.096286,0.10543,0.10032,8.0047,7.1505
2004-9-13,0,2.2452,6.9052,0.13416,0.11993,0.10175,0.10147,0.10747,0.098883,8.4382,8.4298
2004-9-14,0,2.0091,6.9009,0.12534,0.11274,0.098554,0.10427,0.11029,0.099333,8.6021,10.979
2004-9-15,1,1.3098,6.8966,0.11817,0.10696,0.094271,0.1026,0.11059,0.10055,8.7447,11.434
2004-9-16,0,1.2822,6.8922,0.11287,0.10221,0.090112,0.099684,0.10914,0.10086,9.0224,10.29
2004-9-17,5,0.97405,6.8879,0.12296,0.099711,0.086723,0.096603,0.10672,0.10012,8.9917,8.062
2004-9-18,0,0.98634,6.8835,0.13262,0.10072,0.083805,0.093835,0.10412,0.09863,9.4024,9.7657
2004-9-19,1,1.6967,6.8792,0.12869,0.10049,0.080804,0.090953,0.10149,0.096725,10.237,12.532
2004-9-20,7,1.6517,6.8749,0.14574,0.11007,0.079385,0.088267,0.098772,0.094491,9.3056,3.9526
2004-9-21,1,2.1058,6.8705,0.13739,0.1187,0.080947,0.086706,0.09631,0.092214,8.0808,6.9536
2004-9-22,0,1.8382,6.8662,0.12721,0.11313,0.081719,0.085507,0.094213,0.090164,8.7687,12.071
2004-9-23,0,1.6223,6.8618,0.12057,0.10875,0.082127,0.084662,0.092265,0.088128,8.805,12.109
2004-9-24,1,1.7214,6.8575,0.11441,0.10456,0.081693,0.084399,0.09057,0.08606,9.1131,13.709
2004-9-25,0,1.4766,6.8532,0.10799,0.10076,0.080619,0.084267,0.089288,0.084069,9.4014,14.368
2004-9-26,0,1.4439,6.8488,0.10224,0.097726,0.079367,0.083978,0.088224,0.08233,9.4139,11.405
2004-9-27,0,1.5277,6.8445,0.098377,0.097012,0.079528,0.083818,0.087378,0.080704,8.3286,9.9444
2004-9-28,0,1.2672,6.8401,0.092065,0.094161,0.07833,0.083592,0.08673,0.079407,8.8168,14.374
2004-9-29,0,1.063,6.8358,0.087423,0.092871,0.077249,0.08291,0.086159,0.078301,8.3867,8.6811
2004-9-30,2,1.2467,6.8315,0.097489,0.092779,0.077061,0.082429,0.085376,0.077281,7.6012,2.2872
2004-10-1,1,1.0193,6.8271,0.11384,0.094839,0.078361,0.082272,0.084792,0.076489,5.8624,-0.6693
2004-10-2,0,1.0317,6.8228,0.1095,0.094651,0.078853,0.082381,0.084314,0.076046,5.6341,4.1853
2004-10-3,0,0.7596,6.8184,0.11035,0.094237,0.078229,0.082131,0.083978,0.075634,5.4316,-0.97058
2004-10-4,0,0.90318,6.8141,0.10831,0.094907,0.078822,0.082085,0.083445,0.075274,4.7582,5.147
2004-10-5,1,1.1446,6.8098,0.10229,0.092368,0.077368,0.081804,0.083014,0.074799,5.844,12.504
2004-10-6,0,1.194,6.7995,0.096337,0.090791,0.076031,0.081095,0.082407,0.074224,6.251,13.249
2004-10-7,0,0.95166,6.7957,0.090745,0.089032,0.074645,0.080426,0.081606,0.073456,6.8395,11.653
2004-10-8,0,0.97052,6.7932,0.087122,0.088878,0.074268,0.079764,0.080811,0.072492,6.4526,10.112
2004-10-9,0,1.0185,6.7879,0.082863,0.087922,0.073952,0.079393,0.080076,0.071656,6.6597,12.804
2004-10-10,0,0.80914,6.7854,0.078712,0.086054,0.072715,0.078788,0.079427,0.070757,7.2929,11.636
2004-10-11,0,0.83991,6.7803,0.076591,0.08598,0.072617,0.078167,0.07874,0.069857,6.8477,9.6357
2004-10-12,0,0.45684,6.777,0.074923,0.085583,0.072455,0.077817,0.07805,0.068943,6.7035,6.1665
2004-10-13,2,0.85038,6.7713,0.075372,0.087187,0.073403,0.077751,0.077542,0.068241,5.4027,2.149
2004-10-14,1,1.1413,6.7669,0.078591,0.086139,0.073253,0.077848,0.077148,0.067628,5.8962,4.666
2004-10-15,0,0.34741,6.7628,0.094813,0.086928,0.073707,0.077718,0.076916,0.067147,5.0838,-1.3206
2004-10-16,0,0.16899,6.757,0.095638,0.088418,0.074985,0.077975,0.07673,0.066765,3.9731,-5.783
2004-10-17,0,0.15549,6.7535,0.094212,0.08977,0.076359,0.078383,0.076688,0.066563,3.0683,-4.7943
2004-10-18,6.1487,0.27095,6.7486,0.092617,0.090387,0.077155,0.078872,0.076798,0.066469,2.5187,-5.7162
2004-10-19,5.1113,0.31567,6.7441,0.09117,0.090261,0.077463,0.079286,0.076934,0.066518,2.5487,-3.9973
2004-10-20,1.0078,0.24964,6.7383,0.089925,0.089712,0.077234,0.079487,0.077033,0.066566,2.6856,-3.6477
2004-10-21,4.0314,0.16845,6.7333,0.089042,0.089313,0.077016,0.079582,0.076981,0.066482,2.7821,-3.2195
2004-10-22,2,0.20295,6.7298,0.088459,0.08901,0.076862,0.079617,0.076884,0.066382,2.8465,-2.5063
2004-10-23,7.0108,0.25643,6.7244,0.094183,0.088853,0.076701,0.079617,0.076766,0.06618,2.8574,-0.17752
2004-10-24,0,0.40784,6.7213,0.11341,0.089568,0.076565,0.079602,0.076649,0.066015,2.8017,-2.0609
2004-10-25,0,0.65536,6.7177,0.11435,0.090658,0.076468,0.079583,0.076564,0.065884,2.7567,-2.3496
2004-10-26,0,0.34531,6.714,0.11217,0.091321,0.076635,0.079567,0.076518,0.065749,2.5581,-4.6255
2004-10-27,0,0.27935,6.7101,0.11012,0.091942,0.076855,0.079601,0.076467,0.065613,2.351,-0.92322
2004-10-28,0,0.30072,6.7065,0.11119,0.092947,0.076909,0.079682,0.0765,0.06547,2.3651,-0.68493
2004-10-29,0,0.3881,6.7022,0.11968,0.094063,0.07672,0.079667,0.076483,0.065346,2.4196,0.83435
2004-10-30,0,0.29687,6.6997,0.11859,0.095242,0.076851,0.079671,0.076488,0.065249,2.2382,-1.2018
2004-10-31,0,0.304,6.696,0.11608,0.096308,0.077023,0.079748,0.076497,0.065134,2.0694,0.63076
2004-11-1,0,0.30434,6.6921,0.11454,0.097333,0.077272,0.079814,0.076498,0.065013,1.8965,-0.73665
2004-11-2,0,0.17912,6.6882,0.11359,0.098444,0.07758,0.079938,0.076536,0.064919,1.663,-1.4979
2004-11-3,0,0.27303,6.6851,0.11273,0.099375,0.07777,0.080067,0.07655,0.0649,1.5176,0.68486
2004-11-4,0,0.17567,6.6814,0.11209,0.10022,0.077929,0.080219,0.076583,0.064914,1.3702,0.10154
2004-11-5,0,0.33854,6.679,0.11173,0.10073,0.077819,0.080283,0.076563,0.064832,1.41,5.4173
2004-11-6,1.0261,0.28298,6.6774,0.12977,0.10193,0.07758,0.080336,0.076555,0.064733,1.505,-0.27015
2004-11-7,0,0.22507,6.6748,0.12984,0.10327,0.077773,0.080384,0.076631,0.064716,1.369,-4.663
2004-11-8,0,0.24111,6.6705,0.12523,0.10486,0.07824,0.080533,0.076585,0.064632,0.95037,-4.4354
2004-11-9,0,0.23144,6.6678,0.12249,0.10586,0.0785,0.080651,0.076614,0.064564,0.8179,-0.7945
2004-11-10,0,0.11642,6.6666,0.1162,0.10681,0.078735,0.080787,0.076688,0.064569,0.67574,-5.3587
2004-11-11,0,0.15291,6.6629,0.098109,0.10765,0.079021,0.080966,0.076748,0.064585,0.44379,-5.2832
2004-11-12,0,0.22194,6.659,0.097921,0.10781,0.079352,0.081151,0.076801,0.064579,0.28977,-2.5403
2004-11-13,0,0.10164,6.6566,0.10043,0.10743,0.079453,0.081305,0.076886,0.064571,0.22833,-0.15661
2004-11-14,0,0.20304,6.6547,0.096247,0.10645,0.079532,0.081449,0.076982,0.064647,0.12493,-2.5731
2004-11-15,0,0.21862,6.6508,0.092742,0.10512,0.079569,0.081553,0.077036,0.064633,0.093469,1.3343
2004-11-16,0,0.014865,6.6516,0.095261,0.10486,0.079579,0.08163,0.077116,0.064653,0.17034,3.7347
2004-11-17,0,0.33966,6.647,0.09724,0.10533,0.079503,0.081667,0.077152,0.064712,0.19601,2.4254
2004-11-18,0,0.077242,6.6447,0.097635,0.10504,0.079433,0.081718,0.077182,0.064639,0.19529,-0.059092
2004-11-19,0,0.16724,6.6421,0.097984,0.10431,0.079431,0.081702,0.077197,0.0646,0.16607,-1.618
2004-11-20,0,0.15383,6.6398,0.091313,0.10259,0.079485,0.081768,0.077167,0.064582,-0.058333,-7.4151
2004-11-21,3.2335,0.29566,6.6355,0.079902,0.096597,0.079733,0.081851,0.077135,0.064593,-0.59102,-5.8141
2004-11-22,0,0.45082,6.6362,0.079906,0.09,0.079801,0.081917,0.077168,0.064523,-0.2875,-4.7601
2004-11-23,0,0.17011,6.6329,0.079014,0.085527,0.079987,0.081984,0.077301,0.064546,-0.80234,-11.957
2004-11-24,0,0.16032,6.6299,0.077951,0.069752,0.080342,0.082138,0.077303,0.064571,-1.5274,-13.732
2004-11-25,2.0161,0.22854,6.6289,0.077829,0.059878,0.080207,0.082265,0.077415,0.064618,-1.3966,-6.5655
2004-11-26,0,0.1766,6.6282,0.077789,0.05497,0.07961,0.082351,0.077434,0.064681,-1.1584,-6.2792
2004-11-27,1.0089,0.18352,6.625,0.077867,0.052077,0.07901,0.082401,0.077519,0.064602,-1.1632,-10.627
2004-11-28,0,0.23469,6.6249,0.077981,0.051583,0.07845,0.082483,0.077565,0.064748,-1.8774,-12.974
2004-11-29,1.0117,0.14182,6.6216,0.077665,0.049662,0.076532,0.082569,0.077603,0.064718,-1.5843,-8.2637
2004-11-30,2.0315,0.093524,6.6214,0.077825,0.049689,0.075002,0.0826,0.077683,0.064653,-1.7112,-20.126
2004-12-1,1,0.10062,6.6191,0.07825,0.050138,0.07334,0.082648,0.07773,0.064732,-2.1964,-21.424
2004-12-2,0,0.15051,6.6185,0.078198,0.049813,0.070373,0.082721,0.077753,0.064815,-2.2909,-9.9817
2004-12-3,6.1256,0.054911,6.6189,0.077406,0.047884,0.066403,0.08275,0.077767,0.064868,-1.394,-3.8994
2004-12-4,0,0.1531,6.6236,0.077384,0.048183,0.064727,0.082731,0.077819,0.064767,-1.2688,-21.39
2004-12-5,3.1022,0.07344,6.6188,0.078843,0.052122,0.064247,0.082768,0.077879,0.064853,-3.2637,-22.948
2004-12-6,1.0341,0.083339,6.6132,0.079209,0.051938,0.060588,0.082817,0.077854,0.064863,-3.6074,-19.924
2004-12-7,0,0.081464,6.6149,0.079192,0.051406,0.057066,0.082763,0.077969,0.064869,-3.5323,-21.915
2004-12-8,0,0.068685,6.6071,0.07969,0.052075,0.055594,0.082428,0.078114,0.064883,-3.9526,-26.928
2004-12-9,1.028,0.10399,6.6081,0.08006,0.052362,0.052231,0.081894,0.078135,0.065001,-4.2448,-23.034
2004-12-10,0,0.16152,6.6062,0.079792,0.051804,0.047086,0.081014,0.078153,0.065069,-4.0491,-12.424
2004-12-11,6.1134,0.13069,6.606,0.078875,0.050376,0.045403,0.079298,0.078182,0.065148,-3.4448,-5.6749
2004-12-12,0,0.17048,6.6128,0.078046,0.048904,0.044401,0.077297,0.078233,0.065165,-2.788,-12.085
2004-12-13,0,0.091224,6.6097,0.077884,0.048728,0.044149,0.075784,0.078232,0.06517,-2.6922,-9.7866
2004-12-14,0,0.36336,6.601,0.077797,0.048544,0.04403,0.074456,0.078268,0.065216,-2.6581,-5.4385
2004-12-15,0,0.39881,6.6027,0.0776,0.048068,0.043719,0.07322,0.078251,0.065167,-2.4674,-6.6482
2004-12-16,2.1851,0.16314,6.6025,0.077755,0.04851,0.043817,0.072012,0.0783,0.065203,-2.6409,-17.389
2004-12-17,3.2777,0.67865,6.6011,0.077812,0.048508,0.043912,0.070897,0.07825,0.065213,-2.7065,-6.2577
2004-12-18,0,0.038288,6.6068,0.077912,0.048828,0.043912,0.069453,0.078365,0.065134,-2.8293,-23.876
2004-12-19,17.802,0.092101,6.5943,0.078889,0.050406,0.044498,0.06779,0.078302,0.065217,-3.5764,-17.077
2004-12-20,3.1784,0.20309,6.6021,0.078748,0.05,0.044296,0.065353,0.078317,0.0652,-3.43,-20.783
2004-12-21,0,0.060864,6.6059,0.078663,0.049801,0.044052,0.062166,0.078317,0.065118,-3.339,-25.158
2004-12-22,1.0039,0.02562,6.6062,0.078857,0.050122,0.044116,0.058713,0.078351,0.06518,-3.5,-29.043
2004-12-23,0,0.055309,6.599,0.079217,0.050677,0.04425,0.055038,0.078335,0.065238,-3.7973,-28.911
2004-12-24,7.1524,0.039436,6.5927,0.079487,0.051042,0.0442,0.050818,0.078313,0.065236,-4.0007,-26.032
2004-12-25,2.0385,0.03808,6.5958,0.079463,0.050833,0.044148,0.046272,0.078202,0.065283,-3.9771,-27.598
2004-12-26,0,0.070496,6.5966,0.0793,0.050594,0.043952,0.042188,0.078114,0.065296,-3.8804,-24.111
2004-12-27,1,0.05489,6.5929,0.07923,0.050356,0.043781,0.03938,0.078077,0.065317,-3.7945,-22.474
2004-12-28,0,0.09391,6.5902,0.079097,0.050243,0.043682,0.038287,0.077852,0.065319,-3.7456,-17.215
2004-12-29,0,0.05814,6.5909,0.079002,0.049984,0.04361,0.03823,0.077651,0.065401,-3.6491,-17.228
2004-12-30,0,0.08711,6.5903,0.078849,0.049766,0.043386,0.038102,0.077378,0.065453,-3.564,-18.669
2004-12-31,1.0156,0.054146,6.5923,0.07877,0.049619,0.043364,0.037965,0.076954,0.065485,-3.4939,-20.773
2005-1-1,0,0.055727,6.5909,0.078825,0.049671,0.043383,0.037748,0.076457,0.06557,-3.5408,-24.602
2005-1-2,1,0.067116,6.5878,0.079015,0.05002,0.043419,0.037697,0.075845,0.065618,-3.6803,-21.724
2005-1-3,0,0.11049,6.5882,0.079105,0.050118,0.043517,0.037567,0.075208,0.065665,-3.7587,-21.34
2005-1-4,0,0.066294,6.5895,0.079285,0.050369,0.043568,0.037464,0.074494,0.065751,-3.8575,-26.908
2005-1-5,1.0397,0.23931,6.5836,0.07953,0.050822,0.0437,0.037503,0.073705,0.065885,-4.1153,-20.834
2005-1-6,3.1545,0.30418,6.5852,0.079786,0.050894,0.043736,0.03755,0.072723,0.066051,-4.1946,-13.453
2005-1-7,0,0.094276,6.5924,0.079609,0.050517,0.043648,0.037432,0.071755,0.066151,-4.0284,-15.254
2005-1-8,3.0007,0.094191,6.5901,0.079437,0.050282,0.043513,0.037414,0.070606,0.066313,-3.9274,-16.506
2005-1-9,0,0.0037868,6.5901,0.079405,0.050232,0.043435,0.037234,0.069372,0.06634,-3.9105,-22.713
2005-1-10,0,0.036224,6.5846,0.079632,0.050513,0.043556,0.037219,0.06798,0.066551,-4.0416,-25.23
2005-1-11,1,0.04855,6.5837,0.079935,0.0511,0.043798,0.037214,0.066434,0.066655,-4.2839,-22.554
2005-1-12,3.0586,0.11921,6.5846,0.080082,0.051281,0.043869,0.037132,0.064727,0.066833,-4.3917,-24.534
2005-1-13,0,0.072824,6.5898,0.080017,0.05129,0.043964,0.037086,0.062573,0.066948,-4.4693,-27.905
2005-1-14,0,0.062417,6.5884,0.080274,0.051636,0.04404,0.037162,0.060059,0.067263,-4.6683,-31.808
2005-1-15,0,0.062691,6.5893,0.080603,0.052175,0.044256,0.037097,0.05725,0.067553,-4.9625,-30.369
2005-1-16,0,0.06309,6.5897,0.081008,0.052755,0.04448,0.037144,0.053962,0.067845,-5.2575,-28.142
2005-1-17,0,0.15793,6.5826,0.081313,0.053286,0.044668,0.03726,0.050295,0.068261,-5.5044,-21.805
2005-1-18,1.0105,0.21885,6.5862,0.081343,0.053207,0.044631,0.03732,0.046462,0.068602,-5.4947,-14.92
2005-1-19,4.0637,0.033788,6.5877,0.080952,0.052617,0.044432,0.037166,0.043512,0.06895,-5.2568,-22.716
2005-1-20,0,0.042988,6.5865,0.080799,0.052462,0.044346,0.037217,0.041685,0.069205,-5.1666,-20.93
2005-1-21,0,0.076601,6.59,0.080702,0.052164,0.044151,0.037065,0.041668,0.069455,-5.0561,-22.253
2005-1-22,0,0.183,6.5852,0.080596,0.052001,0.044117,0.036997,0.04263,0.069562,-5.0197,-21.211
2005-1-23,1.0238,0.3091,6.579,0.080582,0.052167,0.04403,0.037022,0.04441,0.069513,-5.0402,-6.5221
2005-1-24,3.0737,0.018601,6.5806,0.080292,0.051533,0.043796,0.036949,0.047136,0.069215,-4.768,-6.2299
2005-1-25,1.0348,0.15934,6.5868,0.079591,0.050462,0.043314,0.036826,0.051743,0.068593,-4.3261,-13.432
2005-1-26,0,0.101,6.5884,0.07922,0.050055,0.043047,0.03665,0.0536,0.067875,-4.1336,-16.907
2005-1-27,0,0.23516,6.5809,0.0792,0.050227,0.042931,0.036501,0.053635,0.067209,-4.1617,-10.031
2005-1-28,0,0.2076,6.5861,0.07911,0.049917,0.042817,0.036395,0.0536,0.066544,-4.0858,-11.568
2005-1-29,0,0.14,6.5864,0.078903,0.049663,0.042683,0.036216,0.053532,0.065904,-3.9831,-10.993
2005-1-30,0,0.1358,6.5849,0.078728,0.049478,0.04255,0.036185,0.053515,0.065207,-3.8864,-6.6955
2005-1-31,1.0102,0.075855,6.583,0.078501,0.049012,0.042346,0.036083,0.053517,0.064325,-3.6979,-5.1189
2005-2-1,0,0.32769,6.5837,0.078279,0.048506,0.04213,0.036046,0.053499,0.063533,-3.4929,0.50523
2005-2-2,0,0.59684,6.5831,0.077844,0.047808,0.041844,0.035917,0.053399,0.062579,-3.2147,-0.14093
2005-2-3,0,0.099769,6.5861,0.077298,0.046769,0.041497,0.035695,0.053397,0.061377,-2.8209,-15.174
2005-2-4,0,0.038442,6.5897,0.077337,0.047179,0.041405,0.03542,0.053166,0.060375,-2.8911,-20.247
2005-2-5,5.7084,0.20571,6.5887,0.077758,0.048293,0.041792,0.035431,0.053017,0.059674,-3.283,-19.965
2005-2-6,0,0.24688,6.592,0.078238,0.049088,0.042219,0.035433,0.053033,0.058995,-3.6149,-21.45
2005-2-7,0,0.33214,6.5915,0.078584,0.049554,0.042466,0.035519,0.053169,0.058371,-3.8496,-20.075
2005-2-8,0,0.16785,6.5869,0.078843,0.050007,0.04277,0.035616,0.053318,0.057609,-4.0725,-17.568
2005-2-9,1.0109,0.2516,6.5858,0.079162,0.050298,0.042917,0.035753,0.053485,0.057043,-4.2199,-8.1383
2005-2-10,0,0.32297,6.5852,0.079143,0.050127,0.042914,0.035884,0.053688,0.056263,-4.1901,-1.3769
2005-2-11,0,0.2572,6.5846,0.078668,0.049377,0.042698,0.035966,0.053901,0.055203,-3.937,2.314
2005-2-12,0,0.062612,6.5821,0.078195,0.048522,0.042328,0.035849,0.053947,0.054022,-3.5844,-2.4911
2005-2-13,0,0.096269,6.584,0.077879,0.047948,0.04197,0.03573,0.053919,0.052579,-3.3342,-2.8613
2005-2-14,0,0.076033,6.589,0.077632,0.047667,0.041827,0.0355,0.053862,0.051015,-3.1838,-11.909
2005-2-15,0,0.0653,6.5911,0.077752,0.047941,0.04177,0.035332,0.053767,0.049498,-3.2777,-17.168
2005-2-16,0,0.07633,6.5931,0.078155,0.048773,0.042054,0.035312,0.053682,0.048379,-3.5925,-15.564
2005-2-17,0,0.10716,6.5945,0.078644,0.049478,0.042353,0.035322,0.053757,0.047644,-3.9032,-17.6
2005-2-18,0,0.096282,6.595,0.079032,0.0502,0.042735,0.035468,0.05385,0.046872,-4.1842,-14.518
2005-2-19,0,0.050265,6.5954,0.079203,0.050297,0.042919,0.035616,0.054017,0.046133,-4.2585,-12.87
2005-2-20,0,0.11176,6.5919,0.079216,0.050304,0.043015,0.035684,0.054198,0.045442,-4.2621,-12.393
2005-2-21,0,0.04822,6.5942,0.079214,0.050346,0.043,0.035783,0.054334,0.044728,-4.3008,-10.011
2005-2-22,0,0.094815,6.5983,0.079153,0.050103,0.042983,0.035789,0.054405,0.043872,-4.2264,-13.084
2005-2-23,1.0156,0.088369,6.599,0.079198,0.05016,0.042933,0.035846,0.054552,0.043077,-4.2407,-8.7462
2005-2-24,0,0.050687,6.5968,0.079044,0.049936,0.042865,0.035853,0.05468,0.042377,-4.1768,-8.9427
2005-2-25,0,0.070578,6.5993,0.078834,0.049631,0.042732,0.035861,0.054736,0.041826,-4.0496,-10.604
2005-2-26,0,0.0712,6.5977,0.078717,0.049477,0.042649,0.035838,0.054684,0.041422,-3.9582,-8.7782
2005-2-27,0,0.080496,6.6019,0.078628,0.049353,0.042532,0.0358,0.054667,0.041425,-3.925,-7.6506
2005-2-28,0,0.13674,6.6004,0.078554,0.049246,0.042497,0.035766,0.05473,0.041266,-3.8793,-8.3108
2005-3-1,0,0.14716,6.5995,0.078498,0.049101,0.04237,0.035714,0.054688,0.041185,-3.8282,-7.8315
2005-3-2,0,0.16182,6.5991,0.078433,0.0491,0.042299,0.035685,0.054717,0.04149,-3.7922,-6.4701
2005-3-3,1,0.2112,6.5997,0.078311,0.048896,0.042277,0.035665,0.054683,0.042332,-3.7567,1.575
2005-3-4,0,0.1045,6.6033,0.077676,0.047423,0.041829,0.035667,0.054623,0.043749,-3.284,0.89062
2005-3-5,0,0.070635,6.5999,0.077123,0.046232,0.041259,0.035546,0.054506,0.04525,-2.7363,4.6495
2005-3-6,0,-0.0015546,6.6016,0.077224,0.04499,0.040579,0.035245,0.054279,0.046084,-2.1796,-6.6974
2005-3-7,0,0.14102,6.6061,0.076849,0.045397,0.040317,0.034753,0.053878,0.046247,-2.0034,-11.273
2005-3-8,0,0.070263,6.6062,0.076801,0.046269,0.040456,0.034679,0.053482,0.046116,-2.2405,-6.1731
2005-3-9,1.1064,0.16196,6.6022,0.077024,0.046389,0.040626,0.035148,0.053974,0.046565,-2.2804,0.12461
2005-3-10,0,0.17943,6.611,0.077227,0.044956,0.040146,0.03512,0.053707,0.046412,-1.6593,-1.1267
2005-3-11,3.1393,0.060405,6.6057,0.076896,0.044915,0.039905,0.034376,0.052898,0.045716,-1.4623,-14.161
2005-3-12,1.0466,0.26604,6.6099,0.076836,0.045888,0.040222,0.034322,0.052649,0.04553,-1.818,-14.38
2005-3-13,0,0.18123,6.6136,0.076973,0.046555,0.040635,0.034298,0.052566,0.045284,-2.1967,-12.614
2005-3-14,0,0.1061,6.6142,0.077217,0.046902,0.040871,0.034451,0.052483,0.045096,-2.4381,-13.294
2005-3-15,0,0.10884,6.6162,0.077467,0.047374,0.041084,0.03445,0.052599,0.04496,-2.6941,-15.413
2005-3-16,0,0.11972,6.617,0.077772,0.048142,0.041371,0.034651,0.052788,0.044804,-3.059,-12.604
2005-3-17,0,0.15847,6.6186,0.078117,0.048668,0.041752,0.034785,0.052985,0.044808,-3.3749,-10.79
2005-3-18,0,0.064609,6.6214,0.0783,0.04878,0.041881,0.034898,0.053202,0.045067,-3.4709,-9.3964
2005-3-19,0,0.10572,6.6224,0.078284,0.04872,0.041853,0.03502,0.05342,0.045504,-3.4675,-10.05
2005-3-20,0,0.15036,6.6232,0.078356,0.049071,0.042021,0.035068,0.053665,0.045734,-3.5965,-9.8396
2005-3-21,0,0.17001,6.625,0.0785,0.049129,0.042181,0.035201,0.053787,0.045969,-3.6748,-8.6148
