,Precipitation (mm/d),Evaporation (mm/d),Water table depth (m BGL),VWC (2cm),VWC (5cm),VWC (10cm),VWC (20cm),VWC (50cm),VWC (100cm),Soil temperature (deg C),Air temperature (deg C)
2008-1-7,0,0.16007,5.7946,0.080534,0.047152,0.074999,0.082785,0.07925,0.0653,-0.64725,-12.393
2008-1-8,0,0.089263,5.8021,0.080611,0.047418,0.074573,0.082832,0.079332,0.065262,-0.72522,-13.527
2008-1-9,0,0.099311,5.804,0.080534,0.047739,0.074146,0.082798,0.0792,0.065187,-0.95091,-14.933
2008-1-10,0,0.024279,5.8023,0.080233,0.04783,0.073385,0.082716,0.079185,0.0652,-1.1541,-14.766
2008-1-11,0,0.074377,5.8066,0.079995,0.047566,0.07212,0.082717,0.079228,0.065132,-1.2263,-14.706
2008-1-12,0,-0.004557,5.8114,0.079964,0.047413,0.070596,0.082753,0.079135,0.065103,-1.2684,-14.768
2008-1-13,0,0.070188,5.809,0.079932,0.047441,0.068867,0.082764,0.079153,0.0651,-1.3692,-21.648
2008-1-14,0,0.072598,5.7987,0.079698,0.047696,0.067096,0.082733,0.079167,0.065097,-1.5459,-13.616
2008-1-15,3.0682,0.092917,5.8006,0.0795,0.047328,0.064791,0.0827,0.079146,0.065064,-1.5756,-13.376
2008-1-16,0,0.075342,5.8107,0.079433,0.047261,0.062323,0.082618,0.079053,0.065019,-1.6155,-21.056
2008-1-17,0,0.037109,5.8142,0.079397,0.04763,0.059888,0.082635,0.079053,0.064998,-1.7703,-20.735
2008-1-18,0,0.030811,5.8201,0.079367,0.048009,0.057238,0.082597,0.079014,0.0649,-2.0283,-25.961
2008-1-19,0,0.08635,5.8213,0.079335,0.0485,0.054574,0.082531,0.078948,0.064902,-2.3558,-22.425
2008-1-20,0,0.080788,5.819,0.079418,0.048818,0.052021,0.082416,0.079067,0.064865,-2.6364,-21.945
2008-1-21,1.0074,0.060867,5.8139,0.079522,0.048883,0.049812,0.082072,0.079084,0.064885,-2.8264,-17.709
2008-1-22,1.0074,0.056179,5.8159,0.079529,0.048682,0.047756,0.081498,0.079117,0.064882,-2.853,-17.645
2008-1-23,0,0.10582,5.8172,0.079416,0.048532,0.046712,0.080838,0.079117,0.064883,-2.8509,-17.31
2008-1-24,1.035,0.15807,5.8191,0.079436,0.048476,0.046262,0.079802,0.079115,0.064902,-2.8627,-9.454
2008-1-25,0,0.027836,5.8155,0.079327,0.048003,0.045863,0.078285,0.079168,0.064984,-2.7453,-13.801
2008-1-26,0,0.19738,5.8125,0.079196,0.04778,0.045584,0.076746,0.0791,0.064967,-2.6689,-11.402
2008-1-27,2.0715,0.066544,5.8179,0.078981,0.047444,0.045364,0.075003,0.079099,0.064947,-2.5406,-11.631
2008-1-28,6.4904,0.037222,5.8244,0.078803,0.047185,0.045117,0.073397,0.07905,0.064883,-2.4188,-26.891
2008-1-29,0,0.0498,5.8316,0.078754,0.047254,0.04508,0.071717,0.079053,0.064866,-2.4644,-32.511
2008-1-30,0,0.046087,5.8307,0.078952,0.047517,0.045084,0.070031,0.079098,0.064819,-2.5915,-32.122
2008-1-31,1,0.043082,5.8274,0.079148,0.047767,0.04502,0.068042,0.079032,0.064896,-2.7538,-29.241
2008-2-1,1,0.11118,5.8333,0.079351,0.047869,0.044962,0.065755,0.078981,0.064853,-2.8905,-25.893
2008-2-2,1,0.085528,5.8355,0.079416,0.047897,0.044864,0.062828,0.078936,0.064849,-2.9705,-22.974
2008-2-3,0,0.038342,5.8379,0.079436,0.047751,0.044767,0.059158,0.078946,0.064868,-2.9824,-21.007
2008-2-4,0,0.089751,5.8392,0.079416,0.047666,0.044635,0.054768,0.078853,0.064849,-2.9888,-20.948
2008-2-5,1,0.12632,5.8289,0.079467,0.047669,0.044564,0.049879,0.078765,0.0648,-3.0191,-19.548
2008-2-6,0,0.20653,5.8227,0.0794,0.047714,0.044453,0.044672,0.078668,0.064812,-3.043,-15.827
2008-2-7,0,0.10291,5.8335,0.079368,0.047552,0.044446,0.039649,0.078592,0.064789,-3.0054,-22.328
2008-2-8,1,0.088784,5.8422,0.079331,0.047531,0.044314,0.036308,0.07842,0.064796,-3.0022,-23.964
2008-2-9,0,0.029262,5.8486,0.079401,0.047584,0.044318,0.034002,0.078279,0.064718,-3.0599,-31.294
2008-2-10,0,0.077768,5.8428,0.079502,0.047909,0.044369,0.032919,0.078049,0.0647,-3.1849,-31.208
2008-2-11,0,0.13209,5.8382,0.079701,0.048349,0.044345,0.03342,0.077682,0.064736,-3.3684,-20.864
2008-2-12,0,0.074787,5.845,0.079784,0.048382,0.044285,0.035541,0.077295,0.064779,-3.4578,-19.418
2008-2-13,0,0.063888,5.8494,0.079665,0.048213,0.044253,0.037358,0.07679,0.064653,-3.4586,-28.138
2008-2-14,0,0.072223,5.8498,0.079684,0.048307,0.044298,0.038022,0.076039,0.064698,-3.5275,-28.411
2008-2-15,0,0.20198,5.8403,0.079919,0.048685,0.044318,0.038295,0.075108,0.064719,-3.6778,-18.44
2008-2-16,2.0528,0.28134,5.8438,0.079932,0.048778,0.044363,0.03835,0.074037,0.064782,-3.7379,-2.1818
2008-2-17,0,0.17909,5.8571,0.079627,0.047941,0.04413,0.038302,0.072935,0.064713,-3.5068,-18.426
2008-2-18,0,0.12922,5.8574,0.079304,0.047587,0.043849,0.038333,0.071537,0.064688,-3.3424,-19.044
2008-2-19,0,0.041978,5.8582,0.079416,0.047802,0.043869,0.038315,0.070085,0.064781,-3.443,-25.208
2008-2-20,0,0.18227,5.8512,0.079636,0.048191,0.044036,0.038423,0.068562,0.064703,-3.6169,-19.624
2008-2-21,1.0121,0.076358,5.8494,0.079884,0.048497,0.044183,0.038531,0.066816,0.064717,-3.7508,-10.586
2008-2-22,0,0.25385,5.8522,0.07986,0.04831,0.044181,0.038434,0.065047,0.064783,-3.7277,-4.9688
2008-2-23,0,0.2331,5.859,0.079665,0.047942,0.044049,0.038416,0.06277,0.064747,-3.5923,0.61478
2008-2-24,0,-0.054605,5.8652,0.079284,0.047348,0.043766,0.038416,0.060158,0.064767,-3.3421,-5.0621
2008-2-25,0,0.057734,5.8682,0.078963,0.046811,0.043494,0.038347,0.057621,0.064681,-3.0801,-7.3833
2008-2-26,0,0.15906,5.8668,0.078751,0.046518,0.043266,0.038252,0.055092,0.064654,-2.9336,-5.5386
2008-2-27,0,0.087905,5.8622,0.078681,0.046383,0.043199,0.038232,0.052695,0.064578,-2.8579,-9.2777
2008-2-28,3.0841,0.34565,5.8605,0.078531,0.046228,0.043097,0.038181,0.050326,0.064502,-2.7622,-10.363
2008-2-29,0,0.10746,5.8639,0.0784,0.046064,0.042986,0.038048,0.048129,0.064417,-2.7094,-14.868
2008-3-1,0,0.063538,5.8612,0.0784,0.046105,0.042983,0.037953,0.045959,0.064347,-2.7177,-9.4775
2008-3-2,0,-0.079894,5.8721,0.078432,0.046152,0.043001,0.037997,0.043882,0.064281,-2.7228,-19.528
2008-3-3,0,0.070432,5.8708,0.078455,0.046386,0.043066,0.037953,0.041983,0.06418,-2.7781,-22.289
2008-3-4,1.0245,0.084079,5.8748,0.078685,0.046806,0.043297,0.038084,0.040214,0.064038,-2.9602,-17.906
2008-3-5,0,0.069315,5.8795,0.078985,0.047136,0.043392,0.038103,0.038588,0.063945,-3.1343,-20.368
2008-3-6,0,0.085253,5.8766,0.079205,0.047558,0.043701,0.038219,0.038272,0.063818,-3.3408,-20.501
2008-3-7,0,0.21944,5.8707,0.079531,0.0481,0.043917,0.038433,0.040174,0.063749,-3.5535,-9.4318
2008-3-8,0,0.14489,5.8805,0.079552,0.048075,0.043937,0.038548,0.043622,0.063644,-3.5693,-5.1418
2008-3-9,1,0.3286,5.8823,0.079376,0.047527,0.043877,0.038518,0.04784,0.063437,-3.3743,-0.44253
2008-3-10,0,0.24882,5.8812,0.078895,0.046609,0.043527,0.038533,0.047587,0.063344,-3.0094,3.2221
2008-3-11,2,0.25646,5.8791,0.078108,0.045087,0.042914,0.038412,0.046645,0.0631,-2.35,2.8249
2008-3-12,4,0.26697,5.878,0.077492,0.044348,0.042444,0.038217,0.046129,0.062748,-1.8353,0.69804
2008-3-13,0,0.38932,5.8866,0.077088,0.043389,0.042033,0.037963,0.046014,0.062447,-1.329,-6.2428
2008-3-14,0,0.17153,5.8898,0.077045,0.043552,0.041916,0.037782,0.04578,0.062163,-1.1236,-6.7127
2008-3-15,0,0.22885,5.8903,0.077102,0.044009,0.042134,0.037682,0.045602,0.061882,-1.1861,-7.1211
2008-3-16,2.0558,0.11924,5.8897,0.07732,0.044536,0.042304,0.037665,0.045516,0.061633,-1.4352,-13.096
2008-3-17,2.0195,0.29224,5.888,0.077541,0.045228,0.042553,0.037669,0.045395,0.061494,-1.7394,-14.733
2008-3-18,0,0.62684,5.8936,0.077884,0.045937,0.042852,0.037751,0.045186,0.061368,-2.0737,-5.6881
2008-3-19,0,0.24786,5.8969,0.078018,0.046064,0.042919,0.037884,0.0452,0.061198,-2.2218,-4.9482
2008-3-20,0,0.22574,5.8993,0.078015,0.045911,0.042946,0.037886,0.045216,0.061097,-2.2064,-1.5182
2008-3-21,0,0.14055,5.9034,0.077798,0.04541,0.042782,0.037933,0.045391,0.060919,-1.9916,-3.19
2008-3-22,0,0.11374,5.9008,0.077617,0.045172,0.042631,0.037947,0.045681,0.060795,-1.8566,-8.8945
2008-3-23,0,0.3135,5.8876,0.077768,0.045537,0.042619,0.037932,0.045702,0.060531,-1.9604,-4.0153
2008-3-24,0,0.15144,5.8842,0.077766,0.045428,0.042649,0.037917,0.045703,0.060351,-1.9612,-2.6768
2008-3-25,1.0453,0.22195,5.8962,0.077616,0.045167,0.042567,0.037902,0.0459,0.060143,-1.8283,-10.061
2008-3-26,0,0.21209,5.9039,0.077723,0.04551,0.042654,0.037903,0.045915,0.059917,-1.9119,-10.332
2008-3-27,0,0.30097,5.9071,0.078016,0.046132,0.042848,0.037997,0.045932,0.059745,-2.1558,-8.6689
2008-3-28,1.0181,0.25055,5.9067,0.078219,0.046489,0.043073,0.038038,0.046001,0.059535,-2.3636,-5.2658
2008-3-29,1,0.24878,5.9075,0.0783,0.046548,0.043148,0.038115,0.046154,0.059417,-2.4479,-5.5415
2008-3-30,0,0.20232,5.9126,0.07825,0.046378,0.043084,0.038168,0.046438,0.059294,-2.4026,-6.7302
2008-3-31,0,0.34011,5.9129,0.078233,0.046323,0.043082,0.038204,0.046583,0.05905,-2.367,-5.4423
2008-4-1,1.0663,0.3878,5.908,0.0783,0.046547,0.043118,0.038229,0.046686,0.058859,-2.4279,-4.4501
2008-4-2,0,0.29822,5.9064,0.078228,0.046314,0.043015,0.038236,0.046768,0.05857,-2.383,-1.7354
2008-4-3,0,0.50998,5.9123,0.078034,0.045825,0.042944,0.038247,0.046885,0.058379,-2.215,-2.9926
2008-4-4,0,0.36139,5.9151,0.0779,0.045542,0.042739,0.038152,0.046962,0.058115,-2.0447,-9.6628
2008-4-5,0,0.39889,5.9175,0.077941,0.046085,0.042816,0.038165,0.046872,0.057828,-2.1505,-8.1327
2008-4-6,0,0.3447,5.9204,0.078145,0.046418,0.042984,0.038198,0.04691,0.05758,-2.3021,-4.296
2008-4-7,0,0.43053,5.9223,0.078061,0.046103,0.042982,0.038235,0.046952,0.057316,-2.2326,-1.0334
2008-4-8,0,0.47873,5.9234,0.077608,0.045118,0.042692,0.038233,0.046898,0.057048,-1.7671,0.95701
2008-4-9,0,0.50464,5.925,0.07664,0.05183,0.042332,0.03824,0.046558,0.056764,-1.0421,3.8891
2008-4-10,17.028,0.29482,5.9276,0.10116,0.082322,0.042887,0.038761,0.045725,0.056391,-0.23442,2.4488
2008-4-11,4.0026,0.47068,5.9299,0.158,0.13014,0.072125,0.041641,0.044726,0.055816,0.028177,2.6582
2008-4-12,0,0.76231,5.9295,0.15702,0.14246,0.093843,0.05646,0.044023,0.055495,0.052219,5.2603
2008-4-13,0,0.36417,5.92,0.17436,0.15289,0.098251,0.083504,0.043531,0.055247,0.054521,8.693
2008-4-14,0,0.27388,5.9151,0.17963,0.15325,0.096346,0.093898,0.048209,0.055018,0.05576,8.0414
2008-4-15,0,0.64403,5.922,0.18071,0.15224,0.095954,0.092545,0.09104,0.055097,0.056833,6.4229
2008-4-16,1,0.66816,5.9309,0.16924,0.14564,0.095161,0.094647,0.11968,0.073893,0.056396,2.4796
2008-4-17,0,0.5323,5.9331,0.17958,0.1434,0.093042,0.098825,0.13878,0.095602,0.061656,6.3576
2008-4-18,0,0.72137,5.9365,0.18161,0.14367,0.097837,0.10607,0.14481,0.096545,0.06376,2.3603
2008-4-19,6.4005,0.78286,5.9368,0.16729,0.13832,0.1012,0.11817,0.14394,0.10019,0.050583,-3.4407
2008-4-20,3.5276,0.047071,5.9313,0.15706,0.13214,0.10213,0.12153,0.1408,0.11439,0.04674,-2.0404
2008-4-21,12.113,0.60026,5.9309,0.15233,0.13067,0.10305,0.11949,0.13651,0.12518,0.049771,-4.0449
2008-4-22,0,1.1028,5.9371,0.14939,0.13057,0.10286,0.11674,0.13246,0.12601,0.042521,-7.663
2008-4-23,1.0748,0.69341,5.9438,0.14614,0.1275,0.10232,0.11438,0.12873,0.1243,0.042,-6.4077
2008-4-24,0,0.43562,5.9445,0.14189,0.12489,0.10139,0.11231,0.12545,0.12229,0.0415,-4.3019
2008-4-25,0,0.43538,5.9438,0.13407,0.12369,0.10023,0.11059,0.12269,0.12027,0.042948,-1.7888
2008-4-26,0,0.41978,5.9462,0.12715,0.12447,0.099446,0.10895,0.1205,0.11829,0.052417,0.60604
2008-4-27,0,0.45797,5.9445,0.12375,0.12604,0.099597,0.10747,0.11864,0.11623,0.054688,1.6526
2008-4-28,0,0.55514,5.9402,0.12828,0.12887,0.1008,0.10629,0.11673,0.11435,0.058521,3.5254
2008-4-29,1,0.57886,5.9396,0.17038,0.13798,0.10178,0.10581,0.11519,0.1125,0.071177,5.8175
2008-4-30,0,0.49739,5.9457,0.17803,0.14117,0.10436,0.10713,0.11429,0.11078,0.07825,5.0792
2008-5-1,0,0.54246,5.9505,0.16345,0.14156,0.10959,0.11091,0.11404,0.10941,0.082896,3.1117
2008-5-2,0,0.85202,5.9474,0.15737,0.14066,0.1126,0.11481,0.11463,0.10859,0.099646,4.6705
2008-5-3,0,0.64756,5.9436,0.1561,0.14,0.11394,0.11692,0.11604,0.10844,0.13187,4.8955
2008-5-4,0,0.39489,5.9464,0.15713,0.13771,0.11422,0.11733,0.11767,0.1092,0.16192,2.0981
2008-5-5,0,0.53739,5.9477,0.15709,0.13434,0.11375,0.1173,0.11896,0.11041,0.16827,5.7163
2008-5-6,0,0.7352,5.9497,0.15764,0.13204,0.1124,0.11661,0.11984,0.11164,0.33466,4.7922
2008-5-7,0,0.6483,5.9513,0.15544,0.1308,0.11212,0.1157,0.12023,0.11256,0.30796,2.9634
2008-5-8,0,0.41252,5.9523,0.15269,0.12934,0.11081,0.11538,0.12028,0.11311,0.36891,2.1965
2008-5-9,0,0.33752,5.9524,0.14955,0.12815,0.10893,0.11513,0.12035,0.11347,0.28582,0.10653
2008-5-10,0,0.55676,5.948,0.14739,0.1263,0.10708,0.11434,0.12033,0.11364,0.41843,4.9373
2008-5-11,0,0.40384,5.9451,0.1497,0.12566,0.10515,0.11336,0.12013,0.11378,0.66624,6.6114
2008-5-12,0,0.64819,5.9464,0.15017,0.12587,0.10337,0.11285,0.11973,0.11365,0.91761,8.2301
2008-5-13,0,0.93725,5.9451,0.14797,0.12498,0.10194,0.11252,0.11946,0.11355,1.5194,11.001
2008-5-14,0,0.9302,5.9468,0.14389,0.11991,0.10179,0.11211,0.11949,0.11346,1.9644,12.107
2008-5-15,0,1.1678,5.9468,0.138,0.11404,0.10364,0.11096,0.11998,0.11356,2.5139,14.389
2008-5-16,0,1.0506,5.9455,0.13116,0.1076,0.1066,0.10898,0.12112,0.114,3.6518,15.889
2008-5-17,0,1.0826,5.9435,0.12694,0.10403,0.10762,0.10779,0.12343,0.11478,3.5261,12.786
2008-5-18,7,1.0042,5.9389,0.1319,0.10184,0.10524,0.10823,0.12542,0.11604,3.2336,9.4742
2008-5-19,2,0.6698,5.9448,0.1502,0.10063,0.10221,0.10871,0.12428,0.11671,3.4176,7.2801
2008-5-20,0,1.2259,5.9443,0.13877,0.099769,0.098283,0.1078,0.12189,0.11639,3.3467,10.643
2008-5-21,0,0.91766,5.9443,0.13165,0.097453,0.09385,0.10685,0.11927,0.11579,3.8807,10.438
2008-5-22,0,0.78847,5.9471,0.12683,0.095573,0.090241,0.1068,0.11672,0.11496,4.1523,9.9924
2008-5-23,0,0.84618,5.944,0.12241,0.093106,0.086459,0.10634,0.1143,0.11393,4.8004,12.072
2008-5-24,0,1.1525,5.9375,0.11803,0.090148,0.082869,0.1053,0.11235,0.11248,5.6408,14.592
2008-5-25,0,0.21184,5.9394,0.11487,0.08843,0.080198,0.10394,0.11087,0.11068,5.7152,6.714
2008-5-26,0,0.89708,5.9421,0.1133,0.088452,0.079754,0.10296,0.10977,0.10885,4.8819,8.9093
2008-5-27,0,1.2234,5.9366,0.10932,0.085984,0.078182,0.10003,0.10868,0.10725,5.4214,14.234
2008-5-28,0,1.3314,5.9275,0.10444,0.083039,0.076396,0.094035,0.10686,0.10569,6.0406,15.612
2008-5-29,0,1.2494,5.9205,0.099372,0.080615,0.074818,0.089638,0.10385,0.10392,6.4589,15.575
2008-5-30,4,1.9473,5.9204,0.10039,0.077752,0.073017,0.087113,0.1007,0.10142,7.3604,15.343
2008-5-31,4,3.2846,5.9237,0.12596,0.076893,0.071942,0.085269,0.097838,0.098806,7.2588,11.793
2008-6-1,0,1.9471,5.9236,0.12186,0.075895,0.071366,0.083923,0.095277,0.096072,7.0175,10.16
2008-6-2,0,1.5347,5.9165,0.1142,0.074771,0.071173,0.082958,0.092844,0.093457,6.8001,13.179
2008-6-3,0,1.4803,5.9083,0.10741,0.072083,0.070034,0.082073,0.090697,0.091094,7.4759,16.102
2008-6-4,1,1.204,5.9077,0.10147,0.069321,0.068455,0.081072,0.088711,0.08891,8.26,15.648
2008-6-5,1,1.7737,5.9058,0.096243,0.067269,0.067404,0.080024,0.086815,0.086677,8.5882,16.952
2008-6-6,0,1.032,5.9001,0.09089,0.064926,0.066174,0.079105,0.085102,0.084496,9.1359,15.988
2008-6-7,0,1.3156,5.903,0.085816,0.062666,0.064989,0.078127,0.083467,0.082379,9.6845,16.441
2008-6-8,0,0.66115,5.9069,0.081626,0.061673,0.064304,0.077211,0.081954,0.080425,9.475,11.767
2008-6-9,0,0.88158,5.9047,0.078319,0.061504,0.06458,0.076693,0.080638,0.078484,8.8441,12.498
2008-6-10,0,1.0524,5.9028,0.073712,0.060078,0.064242,0.076214,0.079538,0.076834,8.9294,14.114
2008-6-11,0,0.92036,5.8988,0.068777,0.058699,0.063628,0.075775,0.078641,0.075268,9.1397,14.216
2008-6-12,3,0.8532,5.8912,0.08016,0.057971,0.063089,0.075295,0.07769,0.0738,9.0802,11.729
2008-6-13,4,1.8236,5.8905,0.11991,0.058047,0.063127,0.074934,0.076843,0.07241,8.9998,10.376
2008-6-14,0,1.0913,5.8939,0.11043,0.057693,0.062733,0.07463,0.076195,0.071218,8.9403,9.2686
2008-6-15,0,1.9334,5.8955,0.10383,0.057452,0.062821,0.074431,0.075591,0.070055,8.7588,13.116
2008-6-16,1,2.0202,5.8924,0.096724,0.055237,0.061627,0.074095,0.075048,0.068941,9.7078,14.48
2008-6-17,0,1.8521,5.8874,0.090107,0.053293,0.060393,0.073443,0.074445,0.067882,10.488,18.789
2008-6-18,0,1.401,5.8861,0.083575,0.051467,0.058882,0.072658,0.07374,0.066642,11.182,16.631
2008-6-19,1,1.0831,5.8877,0.080255,0.05218,0.05904,0.072029,0.072943,0.065422,10.256,12.85
2008-6-20,2,2.0816,5.8881,0.076681,0.051473,0.059057,0.071761,0.072345,0.064254,10.452,16.327
2008-6-21,1,2.0252,5.8872,0.07221,0.049897,0.058125,0.071312,0.07186,0.063291,11.016,19.998
2008-6-22,0,1.6308,5.8827,0.067979,0.048175,0.05715,0.070744,0.071248,0.062338,11.673,22.308
2008-6-23,0,1.1576,5.8774,0.063994,0.046744,0.055882,0.070094,0.070641,0.061321,12.167,17.113
2008-6-24,0,1.7459,5.8761,0.060542,0.046715,0.055913,0.069578,0.069977,0.060259,11.799,16.945
2008-6-25,0,1.3242,5.874,0.056154,0.045683,0.055265,0.069095,0.069409,0.059321,12.045,16.89
2008-6-26,0,1.5576,5.8747,0.052676,0.045373,0.055128,0.068697,0.06883,0.058393,11.967,18.096
2008-6-27,10,1.0081,5.8808,0.084004,0.049984,0.054682,0.06838,0.068328,0.057625,11.802,13.759
2008-6-28,1,2.7236,5.8835,0.095213,0.053693,0.054285,0.068128,0.067877,0.056894,12.149,19.448
2008-6-29,0,2.1328,5.8781,0.089171,0.051932,0.053035,0.067577,0.067411,0.056193,12.842,21.912
2008-6-30,0,1.9996,5.874,0.083067,0.04972,0.05164,0.06693,0.066841,0.055422,13.903,24.863
2008-7-1,0,1.6982,5.8784,0.077692,0.04928,0.051073,0.066226,0.06621,0.054507,13.619,17.233
2008-7-2,0,1.5223,5.8809,0.073236,0.049723,0.051735,0.065934,0.065599,0.053643,12.844,15.446
2008-7-3,0,1.6888,5.8733,0.067082,0.048379,0.051345,0.065712,0.065194,0.052941,13.259,19.554
2008-7-4,0,2.0515,5.8678,0.060222,0.04618,0.05041,0.065293,0.064795,0.052294,14.146,24.028
2008-7-5,7,1.3293,5.8707,0.078218,0.046638,0.048752,0.064676,0.064296,0.051645,14.763,17.527
2008-7-6,0,1.4679,5.8796,0.084261,0.049265,0.049394,0.064251,0.063779,0.050925,13.56,12.088
2008-7-7,0,1.3684,5.8772,0.0792,0.049157,0.050285,0.064232,0.063363,0.050246,12.878,13.753
2008-7-8,6,2.6852,5.8761,0.094997,0.049269,0.050487,0.064232,0.063081,0.049796,12.739,12.744
2008-7-9,0,2.1593,5.8744,0.09264,0.049446,0.050746,0.064201,0.062982,0.049495,12.388,13.823
2008-7-10,40,1.2508,5.8702,0.10645,0.067117,0.050533,0.064181,0.062793,0.049158,12.518,13.112
2008-7-11,1,2.3231,5.8711,0.11941,0.11714,0.059344,0.064463,0.062463,0.048717,12.511,12.892
2008-7-12,1,2.7636,5.8744,0.10957,0.10225,0.061958,0.067597,0.062583,0.0483,12.841,16.738
2008-7-13,3,2.632,5.8739,0.10388,0.094931,0.06151,0.071507,0.064001,0.047975,13.02,17.225
2008-7-14,2,2.3398,5.8762,0.10142,0.090788,0.060998,0.075706,0.065619,0.047514,13.06,14.92
2008-7-15,0,3.2501,5.8801,0.10074,0.087595,0.06086,0.079377,0.067216,0.047063,13.178,16.658
2008-7-16,12,2.5627,5.8814,0.11507,0.1048,0.060573,0.081613,0.068699,0.046677,13.102,16.048
2008-7-17,4,2.5066,5.8814,0.11982,0.11583,0.062736,0.082841,0.070199,0.046265,13.078,16.024
2008-7-18,0,2.8421,5.8786,0.11555,0.11048,0.064488,0.083833,0.071666,0.046044,13.269,18.262
2008-7-19,35,1.4811,5.8762,0.13228,0.11943,0.076539,0.088291,0.073849,0.04566,13.638,15.261
2008-7-20,0,2.681,5.8785,0.11836,0.10641,0.096911,0.11071,0.11712,0.045785,14.03,17.559
2008-7-21,0,3.112,5.8776,0.10844,0.094223,0.087319,0.10551,0.12511,0.068055,14.4,20.805
2008-7-22,0,2.4772,5.8745,0.1015,0.087077,0.078536,0.097862,0.1183,0.10011,15.196,21.435
2008-7-23,8,1.7518,5.8738,0.10542,0.082973,0.072446,0.091601,0.11186,0.10669,15.84,19.546
2008-7-24,0,2.6117,5.8778,0.10966,0.083815,0.068842,0.086794,0.10619,0.10483,15.706,19.095
2008-7-25,0,2.8539,5.8802,0.10408,0.082171,0.066577,0.083082,0.10119,0.10168,15.379,20.855
2008-7-26,0,2.5378,5.876,0.09853,0.079035,0.064577,0.080108,0.096792,0.098399,15.546,22.098
2008-7-27,0,1.5322,5.8708,0.095043,0.076833,0.063048,0.07767,0.092911,0.095171,15.422,17.737
2008-7-28,12,2.2993,5.8694,0.10926,0.078654,0.062023,0.075827,0.089385,0.09225,15.584,16.975
2008-7-29,1,2.2423,5.8715,0.11572,0.082247,0.060953,0.074184,0.086356,0.089393,15.621,17.472
2008-7-30,0,1.989,5.8696,0.10998,0.083542,0.060347,0.072858,0.083625,0.086724,15.239,16.732
2008-7-31,1,2.9562,5.8708,0.10548,0.082368,0.059764,0.071774,0.081259,0.084206,15.185,15.44
2008-8-1,0,2.4908,5.871,0.10062,0.080411,0.059538,0.070922,0.079148,0.08186,14.861,18.445
2008-8-2,1,2.8584,5.8697,0.09538,0.077063,0.058581,0.07006,0.077366,0.079629,15.131,17.223
2008-8-3,0,1.4107,5.8739,0.092482,0.075505,0.058453,0.069378,0.075668,0.077427,14.708,14.343
2008-8-4,0,1.8775,5.8795,0.089961,0.073731,0.058346,0.068896,0.074252,0.075413,14.6,15.405
2008-8-5,0,2.4379,5.883,0.084919,0.071083,0.05784,0.068377,0.073057,0.073531,14.508,17.843
2008-8-6,0,2.2125,5.8847,0.079237,0.06814,0.057125,0.06786,0.071958,0.071731,14.619,18.997
2008-8-7,0,2.1341,5.8813,0.073749,0.06505,0.056597,0.067392,0.070923,0.069999,14.756,20.42
2008-8-8,0,2.4836,5.8787,0.068419,0.061658,0.055769,0.066848,0.070039,0.068316,15.121,21.427
2008-8-9,0,1.6296,5.8768,0.063343,0.058259,0.054544,0.066211,0.069193,0.066618,15.638,20.067
2008-8-10,0,1.579,5.873,0.0595,0.056081,0.053968,0.065596,0.068307,0.064946,15.666,19.922
2008-8-11,12,1.5885,5.8702,0.083838,0.057433,0.053,0.065094,0.067439,0.063338,16.015,18.147
2008-8-12,0,2.5708,5.8722,0.088857,0.059741,0.05277,0.064577,0.066628,0.061919,15.806,17.471
2008-8-13,8,1.2812,5.878,0.090494,0.06134,0.053134,0.06427,0.065894,0.060505,15.076,14.093
2008-8-14,0,2.1711,5.8827,0.10177,0.065115,0.052754,0.064176,0.065328,0.059284,15.466,18.8
2008-8-15,0,2.2451,5.88,0.093542,0.063612,0.051941,0.063731,0.064877,0.05826,15.81,21.631
2008-8-16,0,2.1849,5.8755,0.088305,0.06146,0.051095,0.063173,0.064227,0.057121,16.13,23.407
2008-8-17,0,2.0559,5.8769,0.084086,0.059414,0.05057,0.062647,0.063608,0.055921,16.159,19.943
2008-8-18,0,2.1363,5.874,0.080708,0.058494,0.051023,0.062366,0.063032,0.054823,15.475,20.278
2008-8-19,1,2.2735,5.8672,0.07537,0.05498,0.04999,0.062143,0.062627,0.05382,16.406,23.992
2008-8-20,0,2.2617,5.8658,0.069905,0.052004,0.048615,0.061509,0.062126,0.052821,16.875,22.857
2008-8-21,0,1.5409,5.8717,0.066315,0.051442,0.048658,0.06107,0.06148,0.051775,16.192,14.762
2008-8-22,0,1.3985,5.8823,0.064699,0.052377,0.049952,0.061035,0.061032,0.050846,14.728,8.8353
2008-8-23,0,1.8002,5.8863,0.062246,0.052575,0.051355,0.061368,0.060816,0.050192,13.72,10.96
2008-8-24,0,1.8432,5.8789,0.058215,0.051384,0.051843,0.061635,0.060817,0.049714,13.481,16.02
2008-8-25,0,2.1539,5.8693,0.053004,0.048348,0.050879,0.061615,0.060782,0.049329,14.594,21.867
2008-8-26,13,1.2153,5.8694,0.069656,0.046771,0.049395,0.061231,0.060529,0.04889,14.945,14.85
2008-8-27,3,3.5915,5.8744,0.10466,0.060945,0.050596,0.061285,0.060266,0.048264,13.551,12.757
2008-8-28,1,2.3445,5.878,0.093655,0.070799,0.051217,0.061434,0.0602,0.04788,13.202,12.692
2008-8-29,0,2.1724,5.8785,0.089787,0.070941,0.051281,0.061633,0.060132,0.047602,13.15,13.177
