Q approx, Runtime (s), psiRMSE (m), MB err (mm), MB RMSE (mm), QIN (mm), QOUT (mm), dS (mm)
central, 2.025, 0.000, 0.000, 6.923e-05, 4842.32 4837.08, 5.23
