Q approx, Runtime (s), psiRMSE (m), MB err (mm), MB RMSE (mm), QIN (mm), QOUT (mm), dS (mm)
central, 1.529, 0.000, -0.018, 8.057e-05, 4842.32 4837.07, 5.23
