 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 
 
 CosAlf,MaxIt,TolTh,  TolH
 1.000   10   0.001 0.01000
 
 TopInF,BotInF,AtmBC,SinkF,WLayer,qGWLF,FreeD,SeepF,lWat,lChem,lTemp,lRoot,lWDep
     T     F     T     F     F     F     T     F     T     F     F     F     F

Nodal point information

node      x         hOld    MatN LayN  Beta      Ah       AK      ATh     Temp    Conc(1...NS)         Sorb(1...NS)

   1      0.000     -3.590    1    1   0.000    1.000    1.000    1.000
   2     -0.100     -3.590    1    1   0.000    1.000    1.000    1.000
   3     -0.200     -3.590    1    1   0.000    1.000    1.000    1.000
   4     -0.300     -3.590    1    1   0.000    1.000    1.000    1.000
   5     -0.400     -3.590    1    1   0.000    1.000    1.000    1.000
   6     -0.500     -3.590    1    1   0.000    1.000    1.000    1.000
   7     -0.600     -3.590    1    1   0.000    1.000    1.000    1.000
   8     -0.700     -3.590    1    1   0.000    1.000    1.000    1.000
   9     -0.800     -3.590    1    1   0.000    1.000    1.000    1.000
  10     -0.900     -3.590    1    1   0.000    1.000    1.000    1.000
  11     -1.000     -3.590    1    1   0.000    1.000    1.000    1.000
  12     -1.100     -3.590    1    1   0.000    1.000    1.000    1.000
  13     -1.200     -3.590    1    1   0.000    1.000    1.000    1.000
  14     -1.300     -3.590    1    1   0.000    1.000    1.000    1.000
  15     -1.400     -3.590    1    1   0.000    1.000    1.000    1.000
  16     -1.500     -3.590    1    1   0.000    1.000    1.000    1.000
end

 Number of species in the chain :   0


MatNum, Param. array:

   Mat     Qr     Qs        Alfa         n          Ks      l

    1    0.131  0.396   0.423E+00   0.206E+01   0.496E-01  0.500

       Table of Hydraulic Properties which are interpolated in simulation
       =================================================================

  theta         h        log h        C             K        log K          S          Kv
  0.3960  -0.443E-03 -0.3354E+01  0.1331E-04  0.4959E-01 -0.1305E+01    1.0000  0.0000E+00
  0.3960  -0.559E-03 -0.3253E+01  0.1703E-04  0.4959E-01 -0.1305E+01    1.0000  0.0000E+00
  0.3960  -0.705E-03 -0.3152E+01  0.2179E-04  0.4958E-01 -0.1305E+01    1.0000  0.0000E+00
  0.3960  -0.890E-03 -0.3051E+01  0.2788E-04  0.4958E-01 -0.1305E+01    1.0000  0.0000E+00
  0.3960  -0.112E-02 -0.2949E+01  0.3567E-04  0.4957E-01 -0.1305E+01    1.0000  0.1386E-32
  0.3960  -0.142E-02 -0.2848E+01  0.4565E-04  0.4956E-01 -0.1305E+01    1.0000  0.1386E-32
  0.3960  -0.179E-02 -0.2747E+01  0.5841E-04  0.4955E-01 -0.1305E+01    1.0000  0.1397E-31
  0.3960  -0.226E-02 -0.2646E+01  0.7474E-04  0.4954E-01 -0.1305E+01    1.0000  0.5398E-31
  0.3960  -0.285E-02 -0.2545E+01  0.9564E-04  0.4952E-01 -0.1305E+01    1.0000  0.1408E-30
  0.3960  -0.359E-02 -0.2444E+01  0.1224E-03  0.4950E-01 -0.1305E+01    1.0000  0.9096E-30
  0.3960  -0.453E-02 -0.2343E+01  0.1566E-03  0.4947E-01 -0.1306E+01    1.0000  0.5485E-29
  0.3960  -0.572E-02 -0.2242E+01  0.2004E-03  0.4943E-01 -0.1306E+01    1.0000  0.2537E-28
  0.3960  -0.722E-02 -0.2141E+01  0.2564E-03  0.4939E-01 -0.1306E+01    1.0000  0.1163E-27
  0.3960  -0.911E-02 -0.2040E+01  0.3281E-03  0.4933E-01 -0.1307E+01    1.0000  0.5968E-27
  0.3960  -0.115E-01 -0.1939E+01  0.4198E-03  0.4925E-01 -0.1308E+01    1.0000  0.2933E-26
  0.3960  -0.145E-01 -0.1838E+01  0.5372E-03  0.4915E-01 -0.1308E+01    1.0000  0.1427E-25
  0.3960  -0.183E-01 -0.1737E+01  0.6873E-03  0.4903E-01 -0.1310E+01    1.0000  0.7042E-25
  0.3960  -0.231E-01 -0.1636E+01  0.8795E-03  0.4887E-01 -0.1311E+01    1.0000  0.3478E-24
  0.3960  -0.292E-01 -0.1535E+01  0.1125E-02  0.4866E-01 -0.1313E+01    0.9999  0.1713E-23
  0.3960  -0.368E-01 -0.1434E+01  0.1440E-02  0.4840E-01 -0.1315E+01    0.9999  0.8483E-23
  0.3960  -0.464E-01 -0.1333E+01  0.1842E-02  0.4807E-01 -0.1318E+01    0.9998  0.4185E-22
  0.3959  -0.586E-01 -0.1232E+01  0.2356E-02  0.4765E-01 -0.1322E+01    0.9997  0.2066E-21
  0.3959  -0.739E-01 -0.1131E+01  0.3014E-02  0.4710E-01 -0.1327E+01    0.9996  0.1019E-20
  0.3958  -0.933E-01 -0.1030E+01  0.3853E-02  0.4642E-01 -0.1333E+01    0.9993  0.5027E-20
  0.3957  -0.118E+00 -0.9293E+00  0.4925E-02  0.4554E-01 -0.1342E+01    0.9989  0.2478E-19
