 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     2805  0.2278000E+04  0.10000E+01    2     7987     0    -5     T
     2806  0.2279000E+04  0.10000E+01    2     7989     0    -5     T
     2807  0.2279500E+04  0.50000E+00    4     7993     0    -5     T
     2808  0.2280000E+04  0.50000E+00    3     7996     0    -5     T
     2809  0.2281000E+04  0.10000E+01    4     8000     0    -5     T
     2810  0.2282000E+04  0.10000E+01    2     8002     0    -5     T
     2811  0.2283000E+04  0.10000E+01    2     8004     0    -5     T
     2812  0.2284000E+04  0.10000E+01    2     8006     0    -5     T
     2813  0.2284500E+04  0.50000E+00    3     8009     0    -5     T
     2814  0.2285000E+04  0.50000E+00    2     8011     0    -5     T
     2815  0.2286000E+04  0.10000E+01    2     8013     0    -5     T
     2816  0.2287000E+04  0.10000E+01    3     8016     0    -5     T
     2817  0.2288000E+04  0.10000E+01    2     8018     0    -5     T
     2818  0.2289000E+04  0.10000E+01    2     8020     0    -5     T
     2819  0.2289500E+04  0.50000E+00    2     8022     0    -5     T
     2820  0.2290000E+04  0.50000E+00    2     8024     0    -5     T
     2821  0.2291000E+04  0.10000E+01    3     8027     0    -5     T
     2822  0.2292000E+04  0.10000E+01    2     8029     0    -5     T
     2823  0.2293000E+04  0.10000E+01    2     8031     0    -5     T
     2824  0.2294000E+04  0.10000E+01    2     8033     0    -5     T
     2825  0.2295000E+04  0.10000E+01    2     8035     0    -5     T
     2826  0.2296000E+04  0.10000E+01    2     8037     0    -5     T
     2827  0.2297000E+04  0.10000E+01    2     8039     0    -5     T
     2828  0.2298000E+04  0.10000E+01    2     8041     0    -5     T
     2829  0.2298500E+04  0.50000E+00    2     8043     0    -5     T
     2830  0.2299000E+04  0.50000E+00    2     8045     0    -5     T
     2831  0.2300000E+04  0.10000E+01    4     8049     0    -5     T
     2832  0.2301000E+04  0.10000E+01    2     8051     0    -5     T
     2833  0.2301500E+04  0.50000E+00    4     8055     0    -5     T
     2834  0.2302000E+04  0.50000E+00    4     8059     0    -5     T
     2835  0.2303000E+04  0.10000E+01    4     8063     0    -5     T
     2836  0.2304000E+04  0.10000E+01    2     8065     0    -5     T
     2837  0.2305000E+04  0.10000E+01    2     8067     0    -5     T
     2838  0.2305500E+04  0.50000E+00    2     8069     0    -5     T
     2839  0.2306000E+04  0.50000E+00    2     8071     0    -5     T
     2840  0.2306500E+04  0.50000E+00    5     8076     0    -5     T
     2841  0.2307000E+04  0.50000E+00    4     8080     0    -5     T
     2842  0.2308000E+04  0.10000E+01    6     8086     0    -5     T
     2843  0.2309000E+04  0.10000E+01    3     8089     0    -5     T
     2844  0.2310000E+04  0.10000E+01    2     8091     0    -5     T
     2845  0.2311000E+04  0.10000E+01    2     8093     0    -5     T
     2846  0.2311500E+04  0.50000E+00    3     8096     0    -5     T
     2847  0.2312000E+04  0.50000E+00    2     8098     0    -5     T
     2848  0.2313000E+04  0.10000E+01    2     8100     0    -5     T
     2849  0.2314000E+04  0.10000E+01    3     8103     0    -5     T
     2850  0.2314500E+04  0.50000E+00    3     8106     0    -5     T
     2851  0.2315000E+04  0.50000E+00    2     8108     0    -5     T
     2852  0.2316000E+04  0.10000E+01    3     8111     0    -5     T
     2853  0.2317000E+04  0.10000E+01    2     8113     0    -5     T
     2854  0.2318000E+04  0.10000E+01    2     8115     0    -5     T
     2855  0.2319000E+04  0.10000E+01    2     8117     0    -5     T
     2856  0.2319500E+04  0.50000E+00    4     8121     0    -5     T
     2857  0.2320000E+04  0.50000E+00    4     8125     0    -5     T
     2858  0.2320500E+04  0.50000E+00    4     8129     0    -5     T
     2859  0.2321000E+04  0.50000E+00    2     8131     0    -5     T
     2860  0.2321500E+04  0.50000E+00    3     8134     0    -5     T
     2861  0.2322000E+04  0.50000E+00    2     8136     0    -5     T
     2862  0.2322500E+04  0.50000E+00    5     8141     0    -5     T
     2863  0.2323000E+04  0.50000E+00    4     8145     0    -5     T
     2864  0.2324000E+04  0.10000E+01    4     8149     0    -5     T
     2865  0.2325000E+04  0.10000E+01    4     8153     0    -5     T
     2866  0.2326000E+04  0.10000E+01    2     8155     0    -5     T
     2867  0.2327000E+04  0.10000E+01    2     8157     0    -5     T
     2868  0.2327500E+04  0.50000E+00    5     8162     0    -5     T
     2869  0.2328000E+04  0.50000E+00    4     8166     0    -5     T
     2870  0.2328500E+04  0.50000E+00    4     8170     0    -5     T
     2871  0.2329000E+04  0.50000E+00    2     8172     0    -5     T
     2872  0.2330000E+04  0.10000E+01    2     8174     0    -5     T
     2873  0.2331000E+04  0.10000E+01    2     8176     0    -5     T
     2874  0.2332000E+04  0.10000E+01    2     8178     0    -5     T
     2875  0.2333000E+04  0.10000E+01    2     8180     0    -5     T
     2876  0.2333500E+04  0.50000E+00    4     8184     0    -5     T
     2877  0.2334000E+04  0.50000E+00    2     8186     0    -5     T
     2878  0.2335000E+04  0.10000E+01    4     8190     0    -5     T
     2879  0.2336000E+04  0.10000E+01    2     8192     0    -5     T
     2880  0.2337000E+04  0.10000E+01    2     8194     0    -5     T
     2881  0.2338000E+04  0.10000E+01    2     8196     0    -5     T
     2882  0.2339000E+04  0.10000E+01    2     8198     0    -5     T
     2883  0.2340000E+04  0.10000E+01    2     8200     0    -5     T
     2884  0.2341000E+04  0.10000E+01    2     8202     0    -5     T
     2885  0.2341500E+04  0.50000E+00    4     8206     0    -5     T
     2886  0.2342000E+04  0.50000E+00    4     8210     0    -5     T
     2887  0.2342500E+04  0.50000E+00    4     8214     0    -5     T
     2888  0.2343000E+04  0.50000E+00    2     8216     0    -5     T
     2889  0.2343500E+04  0.50000E+00    7     8223     0    -5     T
     2890  0.2344000E+04  0.50000E+00    5     8228     0    -5     T
     2891  0.2344500E+04  0.50000E+00    6     8234     0    -5     T
     2892  0.2345000E+04  0.50000E+00    4     8238     0    -5     T
     2893  0.2345500E+04  0.50000E+00    4     8242     0    -5     T
     2894  0.2346000E+04  0.50000E+00    2     8244     0    -5     T
     2895  0.2346500E+04  0.50000E+00    4     8248     0    -5     T
     2896  0.2347000E+04  0.50000E+00    2     8250     0    -5     T
     2897  0.2347500E+04  0.50000E+00    4     8254     0    -5     T
     2898  0.2348000E+04  0.50000E+00    2     8256     0    -5     T
     2899  0.2349000E+04  0.10000E+01    4     8260     0    -5     T
     2900  0.2349500E+04  0.50000E+00    2     8262     0    -5     T
     2901  0.2350000E+04  0.50000E+00    2     8264     0    -5     T
     2902  0.2351000E+04  0.10000E+01    2     8266     0    -5     T
     2903  0.2352000E+04  0.10000E+01    4     8270     0    -5     T
     2904  0.2353000E+04  0.10000E+01    5     8275     0    -5     T
     2905  0.2354000E+04  0.10000E+01    5     8280     0    -5     T
     2906  0.2355000E+04  0.10000E+01    4     8284     0    -5     T
     2907  0.2356000E+04  0.10000E+01    2     8286     0    -5     T
     2908  0.2357000E+04  0.10000E+01    2     8288     0    -5     T
     2909  0.2358000E+04  0.10000E+01    2     8290     0    -5     T
     2910  0.2359000E+04  0.10000E+01    4     8294     0    -5     T
     2911  0.2360000E+04  0.10000E+01    4     8298     0    -5     T
     2912  0.2361000E+04  0.10000E+01    2     8300     0    -5     T
     2913  0.2362000E+04  0.10000E+01    2     8302     0    -5     T
     2914  0.2363000E+04  0.10000E+01    2     8304     0    -5     T
     2915  0.2364000E+04  0.10000E+01    2     8306     0    -5     T
     2916  0.2365000E+04  0.10000E+01    2     8308     0    -5     T
     2917  0.2366000E+04  0.10000E+01    2     8310     0    -5     T
     2918  0.2367000E+04  0.10000E+01    2     8312     0    -5     T
     2919  0.2368000E+04  0.10000E+01    2     8314     0    -5     T
     2920  0.2369000E+04  0.10000E+01    2     8316     0    -5     T
     2921  0.2370000E+04  0.10000E+01    2     8318     0    -5     T
     2922  0.2371000E+04  0.10000E+01    2     8320     0    -5     T
     2923  0.2372000E+04  0.10000E+01    2     8322     0    -5     T
     2924  0.2373000E+04  0.10000E+01    2     8324     0    -5     T
     2925  0.2374000E+04  0.10000E+01    4     8328     0    -5     T
     2926  0.2375000E+04  0.10000E+01    2     8330     0    -5     T
     2927  0.2376000E+04  0.10000E+01    3     8333     0    -5     T
     2928  0.2377000E+04  0.10000E+01    2     8335     0    -5     T
     2929  0.2378000E+04  0.10000E+01    2     8337     0    -5     T
     2930  0.2379000E+04  0.10000E+01    2     8339     0    -5     T
     2931  0.2380000E+04  0.10000E+01    2     8341     0    -5     T
     2932  0.2381000E+04  0.10000E+01    2     8343     0    -5     T
     2933  0.2382000E+04  0.10000E+01    4     8347     0    -5     T
     2934  0.2383000E+04  0.10000E+01    4     8351     0    -5     T
     2935  0.2384000E+04  0.10000E+01    2     8353     0    -5     T
     2936  0.2385000E+04  0.10000E+01    2     8355     0    -5     T
     2937  0.2386000E+04  0.10000E+01    2     8357     0    -5     T
     2938  0.2387000E+04  0.10000E+01    4     8361     0    -5     T
     2939  0.2388000E+04  0.10000E+01    4     8365     0    -5     T
     2940  0.2389000E+04  0.10000E+01    2     8367     0    -5     T
     2941  0.2390000E+04  0.10000E+01    2     8369     0    -5     T
     2942  0.2391000E+04  0.10000E+01    4     8373     0    -5     T
     2943  0.2392000E+04  0.10000E+01    4     8377     0    -5     T
     2944  0.2393000E+04  0.10000E+01    2     8379     0    -5     T
     2945  0.2394000E+04  0.10000E+01    2     8381     0    -5     T
     2946  0.2395000E+04  0.10000E+01    2     8383     0    -5     T
     2947  0.2396000E+04  0.10000E+01    2     8385     0    -5     T
     2948  0.2397000E+04  0.10000E+01    4     8389     0    -5     T
     2949  0.2398000E+04  0.10000E+01    4     8393     0    -5     T
     2950  0.2399000E+04  0.10000E+01    2     8395     0    -5     T
     2951  0.2400000E+04  0.10000E+01    4     8399     0    -5     T
     2952  0.2401000E+04  0.10000E+01    4     8403     0    -5     T
     2953  0.2402000E+04  0.10000E+01    2     8405     0    -5     T
     2954  0.2403000E+04  0.10000E+01    2     8407     0    -5     T
     2955  0.2404000E+04  0.10000E+01    2     8409     0    -5     T
     2956  0.2405000E+04  0.10000E+01    4     8413     0    -5     T
     2957  0.2406000E+04  0.10000E+01    5     8418     0    -5     T
     2958  0.2407000E+04  0.10000E+01    5     8423     0    -5     T
     2959  0.2408000E+04  0.10000E+01    4     8427     0    -5     T
     2960  0.2409000E+04  0.10000E+01    2     8429     0    -5     T
     2961  0.2410000E+04  0.10000E+01    4     8433     0    -5     T
     2962  0.2411000E+04  0.10000E+01    3     8436     0    -5     T
     2963  0.2412000E+04  0.10000E+01    2     8438     0    -5     T
     2964  0.2413000E+04  0.10000E+01    2     8440     0    -5     T
     2965  0.2414000E+04  0.10000E+01    2     8442     0    -5     T
     2966  0.2415000E+04  0.10000E+01    2     8444     0    -5     T
     2967  0.2416000E+04  0.10000E+01    2     8446     0    -5     T
     2968  0.2417000E+04  0.10000E+01    2     8448     0    -5     T
     2969  0.2418000E+04  0.10000E+01    2     8450     0    -5     T
     2970  0.2419000E+04  0.10000E+01    2     8452     0    -5     T
     2971  0.2420000E+04  0.10000E+01    2     8454     0    -5     T
     2972  0.2421000E+04  0.10000E+01    2     8456     0    -5     T
     2973  0.2422000E+04  0.10000E+01    2     8458     0    -5     T
     2974  0.2423000E+04  0.10000E+01    4     8462     0    -5     T
     2975  0.2424000E+04  0.10000E+01    2     8464     0    -5     T
     2976  0.2425000E+04  0.10000E+01    2     8466     0    -5     T
     2977  0.2426000E+04  0.10000E+01    4     8470     0    -5     T
     2978  0.2427000E+04  0.10000E+01    4     8474     0    -5     T
     2979  0.2428000E+04  0.10000E+01    9     8483     0    -5     T
     2980  0.2429000E+04  0.10000E+01    8     8491     0    -5     T
     2981  0.2429500E+04  0.50000E+00    4     8495     0    -5     T
     2982  0.2430000E+04  0.50000E+00    2     8497     0    -5     T
     2983  0.2430488E+04  0.48755E+00    2     8499     0    -5     T
     2984  0.2431000E+04  0.51245E+00    2     8501     0    -5     T
     2985  0.2431488E+04  0.48755E+00    5     8506     0    -5     T
     2986  0.2432000E+04  0.51245E+00    4     8510     0    -5     T
     2987  0.2432488E+04  0.48755E+00    7     8517     0    -5     T
     2988  0.2432744E+04  0.25623E+00    5     8522     0    -5     T
     2989  0.2433000E+04  0.25623E+00    5     8527     0    -5     T
     2990  0.2433333E+04  0.33333E+00    7     8534     0    -5     T
     2991  0.2433556E+04  0.22222E+00    4     8538     0    -5     T
     2992  0.2433778E+04  0.22222E+00    3     8541     0    -5     T
     2993  0.2434000E+04  0.22222E+00    2     8543     0    -5     T
     2994  0.2434333E+04  0.33333E+00    4     8547     0    -5     T
     2995  0.2434667E+04  0.33333E+00    3     8550     0    -5     T
     2996  0.2435000E+04  0.33333E+00    2     8552     0    -5     T
     2997  0.2435500E+04  0.50000E+00    3     8555     0    -5     T
     2998  0.2436000E+04  0.50000E+00    3     8558     0    -5     T
     2999  0.2436500E+04  0.50000E+00    2     8560     0    -5     T
     3000  0.2437000E+04  0.50000E+00    2     8562     0    -5     T
     3001  0.2437500E+04  0.50000E+00    2     8564     0    -5     T
     3002  0.2438000E+04  0.50000E+00    2     8566     0    -5     T
     3003  0.2439000E+04  0.10000E+01    2     8568     0    -5     T
     3004  0.2440000E+04  0.10000E+01    2     8570     0    -5     T
     3005  0.2441000E+04  0.10000E+01    2     8572     0    -5     T
     3006  0.2442000E+04  0.10000E+01    2     8574     0    -5     T
     3007  0.2443000E+04  0.10000E+01    2     8576     0    -5     T
     3008  0.2444000E+04  0.10000E+01    2     8578     0    -5     T
     3009  0.2444500E+04  0.50000E+00    5     8583     0    -5     T
     3010  0.2445000E+04  0.50000E+00    4     8587     0    -5     T
     3011  0.2445500E+04  0.50000E+00    6     8593     0    -5     T
     3012  0.2446000E+04  0.50000E+00    5     8598     0    -5     T
     3013  0.2446500E+04  0.50000E+00    6     8604     0    -5     T
     3014  0.2447000E+04  0.50000E+00    4     8608     0    -5     T
     3015  0.2448000E+04  0.10000E+01    6     8614     0    -5     T
     3016  0.2449000E+04  0.10000E+01    4     8618     0    -5     T
     3017  0.2449500E+04  0.50000E+00    4     8622     0    -5     T
     3018  0.2450000E+04  0.50000E+00    2     8624     0    -5     T
