 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     822.0000  0.00000E+00  0.00000E+00  0.74579E-09  0.00000E+00 -0.57440E-03 -0.76834E+00  0.00000E+00 -0.76834E+00  0.00000E+00 -0.80026E+00 -0.47476E+01  0.00000E+00 -0.42970E+01  0.00000E+00  0.00000E+00  0.37849E+00  0.00000E+00  0.25914E-06    972  0.00000E+00      0.000
     823.0000  0.00000E+00  0.00000E+00 -0.90949E-09  0.00000E+00 -0.57091E-03 -0.76834E+00  0.00000E+00 -0.76834E+00  0.00000E+00 -0.80083E+00 -0.47805E+01  0.00000E+00 -0.43046E+01  0.00000E+00  0.00000E+00  0.37792E+00  0.00000E+00  0.25914E-06    973  0.00000E+00      0.000
     824.0000  0.00000E+00  0.00000E+00  0.74215E-09  0.00000E+00 -0.56717E-03 -0.76834E+00  0.00000E+00 -0.76834E+00  0.00000E+00 -0.80140E+00 -0.48099E+01  0.00000E+00 -0.43128E+01  0.00000E+00  0.00000E+00  0.37736E+00  0.00000E+00  0.25988E-06    974  0.00000E+00      0.000
     825.0000  0.00000E+00  0.00000E+00 -0.40745E-09  0.00000E+00 -0.56318E-03 -0.76834E+00  0.00000E+00 -0.76834E+00  0.00000E+00 -0.80196E+00 -0.48368E+01  0.00000E+00 -0.43216E+01  0.00000E+00  0.00000E+00  0.37679E+00  0.00000E+00  0.25988E-06    975  0.00000E+00      0.000
     826.0000  0.00000E+00  0.00000E+00  0.17826E-09  0.00000E+00 -0.55897E-03 -0.76834E+00  0.00000E+00 -0.76834E+00  0.00000E+00 -0.80252E+00 -0.48618E+01  0.00000E+00 -0.43308E+01  0.00000E+00  0.00000E+00  0.37623E+00  0.00000E+00  0.26006E-06    976  0.00000E+00      0.000
     826.5000 -0.10188E-02  0.00000E+00 -0.10188E-02  0.00000E+00 -0.55679E-03 -0.76885E+00  0.00000E+00 -0.76885E+00  0.00000E+00 -0.80280E+00 -0.46676E+01  0.00000E+00 -0.43355E+01  0.00000E+00  0.00000E+00  0.37646E+00  0.00000E+00  0.26006E-06    977  0.00000E+00      0.000
     827.0000 -0.10188E-02  0.00000E+00 -0.10188E-02  0.00000E+00 -0.55458E-03 -0.76935E+00  0.00000E+00 -0.76936E+00  0.00000E+00 -0.80307E+00 -0.45654E+01  0.00000E+00 -0.43404E+01  0.00000E+00  0.00000E+00  0.37670E+00  0.00000E+00  0.26006E-06    978  0.00000E+00      0.000
     828.0000  0.00000E+00  0.00000E+00 -0.13242E-08  0.00000E+00 -0.54999E-03 -0.76935E+00  0.00000E+00 -0.76936E+00  0.00000E+00 -0.80362E+00 -0.47504E+01  0.00000E+00 -0.43505E+01  0.00000E+00  0.00000E+00  0.37615E+00  0.00000E+00  0.26006E-06    979  0.00000E+00      0.000
     829.0000  0.00000E+00  0.00000E+00  0.35652E-09  0.00000E+00 -0.54527E-03 -0.76935E+00  0.00000E+00 -0.76936E+00  0.00000E+00 -0.80417E+00 -0.47874E+01  0.00000E+00 -0.43609E+01  0.00000E+00  0.00000E+00  0.37560E+00  0.00000E+00  0.26041E-06    980  0.00000E+00      0.000
     830.0000  0.00000E+00  0.00000E+00  0.42201E-09  0.00000E+00 -0.54051E-03 -0.76935E+00  0.00000E+00 -0.76936E+00  0.00000E+00 -0.80471E+00 -0.48469E+01  0.00000E+00 -0.43714E+01  0.00000E+00  0.00000E+00  0.37506E+00  0.00000E+00  0.26083E-06    981  0.00000E+00      0.000
     830.5000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.53811E-03 -0.76985E+00  0.00000E+00 -0.76986E+00  0.00000E+00 -0.80498E+00 -0.46617E+01  0.00000E+00 -0.43767E+01  0.00000E+00  0.00000E+00  0.37529E+00  0.00000E+00  0.26083E-06    982  0.00000E+00      0.000
     831.0000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.53570E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80525E+00 -0.45666E+01  0.00000E+00 -0.43820E+01  0.00000E+00  0.00000E+00  0.37552E+00  0.00000E+00  0.26083E-06    983  0.00000E+00      0.000
     832.0000  0.00000E+00  0.00000E+00  0.65484E-09  0.00000E+00 -0.53092E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80578E+00 -0.47546E+01  0.00000E+00 -0.43926E+01  0.00000E+00  0.00000E+00  0.37499E+00  0.00000E+00  0.26149E-06    984  0.00000E+00      0.000
     833.0000  0.00000E+00  0.00000E+00  0.68394E-09  0.00000E+00 -0.52619E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80630E+00 -0.47958E+01  0.00000E+00 -0.44030E+01  0.00000E+00  0.00000E+00  0.37447E+00  0.00000E+00  0.26217E-06    985  0.00000E+00      0.000
     834.0000  0.00000E+00  0.00000E+00  0.49477E-09  0.00000E+00 -0.52153E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80683E+00 -0.48578E+01  0.00000E+00 -0.44133E+01  0.00000E+00  0.00000E+00  0.37394E+00  0.00000E+00  0.26267E-06    986  0.00000E+00      0.000
     835.0000  0.00000E+00  0.00000E+00 -0.18917E-09  0.00000E+00 -0.51695E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80734E+00 -0.48945E+01  0.00000E+00 -0.44235E+01  0.00000E+00  0.00000E+00  0.37343E+00  0.00000E+00  0.26267E-06    987  0.00000E+00      0.000
     836.0000  0.00000E+00  0.00000E+00 -0.32742E-09  0.00000E+00 -0.51243E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80785E+00 -0.49291E+01  0.00000E+00 -0.44335E+01  0.00000E+00  0.00000E+00  0.37292E+00  0.00000E+00  0.26267E-06    988  0.00000E+00      0.000
     837.0000  0.00000E+00  0.00000E+00 -0.14752E-08  0.00000E+00 -0.50794E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80836E+00 -0.49572E+01  0.00000E+00 -0.44435E+01  0.00000E+00  0.00000E+00  0.37241E+00  0.00000E+00  0.26267E-06    989  0.00000E+00      0.000
     838.0000  0.00000E+00  0.00000E+00 -0.58208E-10  0.00000E+00 -0.50346E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80887E+00 -0.49861E+01  0.00000E+00 -0.44534E+01  0.00000E+00  0.00000E+00  0.37190E+00  0.00000E+00  0.26267E-06    990  0.00000E+00      0.000
     839.0000  0.00000E+00  0.00000E+00 -0.98225E-10  0.00000E+00 -0.49896E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80937E+00 -0.50116E+01  0.00000E+00 -0.44633E+01  0.00000E+00  0.00000E+00  0.37140E+00  0.00000E+00  0.26267E-06    991  0.00000E+00      0.000
     840.0000  0.00000E+00  0.00000E+00  0.58571E-09  0.00000E+00 -0.49441E-03 -0.77035E+00  0.00000E+00 -0.77036E+00  0.00000E+00 -0.80986E+00 -0.50353E+01  0.00000E+00 -0.44734E+01  0.00000E+00  0.00000E+00  0.37091E+00  0.00000E+00  0.26325E-06    992  0.00000E+00      0.000
     840.5000 -0.20076E-02  0.00000E+00 -0.20076E-02  0.00000E+00 -0.49211E-03 -0.77136E+00  0.00000E+00 -0.77136E+00  0.00000E+00 -0.81011E+00 -0.46020E+01  0.00000E+00 -0.44784E+01  0.00000E+00  0.00000E+00  0.37167E+00  0.00000E+00  0.26325E-06    993  0.00000E+00      0.000
     841.0000 -0.20076E-02  0.00000E+00 -0.20076E-02  0.00000E+00 -0.48981E-03 -0.77236E+00  0.00000E+00 -0.77236E+00  0.00000E+00 -0.81035E+00 -0.43992E+01  0.00000E+00 -0.44835E+01  0.00000E+00  0.00000E+00  0.37243E+00  0.00000E+00  0.26325E-06    994  0.00000E+00      0.000
     842.0000  0.00000E+00  0.00000E+00  0.17462E-09  0.00000E+00 -0.48519E-03 -0.77236E+00  0.00000E+00 -0.77236E+00  0.00000E+00 -0.81084E+00 -0.46933E+01  0.00000E+00 -0.44937E+01  0.00000E+00  0.00000E+00  0.37194E+00  0.00000E+00  0.26343E-06    995  0.00000E+00      0.000
     842.5000 -0.10092E-02  0.00000E+00 -0.10092E-02  0.00000E+00 -0.48288E-03 -0.77287E+00  0.00000E+00 -0.77287E+00  0.00000E+00 -0.81108E+00 -0.45795E+01  0.00000E+00 -0.44988E+01  0.00000E+00  0.00000E+00  0.37221E+00  0.00000E+00  0.26343E-06    996  0.00000E+00      0.000
     843.0000 -0.10092E-02  0.00000E+00 -0.10092E-02  0.00000E+00 -0.48058E-03 -0.77337E+00  0.00000E+00 -0.77337E+00  0.00000E+00 -0.81132E+00 -0.45153E+01  0.00000E+00 -0.45039E+01  0.00000E+00  0.00000E+00  0.37247E+00  0.00000E+00  0.26343E-06    997  0.00000E+00      0.000
     843.5000 -0.41281E-02  0.00000E+00 -0.41281E-02  0.00000E+00 -0.47830E-03 -0.77544E+00  0.00000E+00 -0.77544E+00  0.00000E+00 -0.81156E+00 -0.39744E+01  0.00000E+00 -0.45090E+01  0.00000E+00  0.00000E+00  0.37429E+00  0.00000E+00  0.26343E-06    998  0.00000E+00      0.000
     844.0000 -0.41281E-02  0.00000E+00 -0.41281E-02  0.00000E+00 -0.47606E-03 -0.77750E+00  0.00000E+00 -0.77750E+00  0.00000E+00 -0.81179E+00 -0.37280E+01  0.00000E+00 -0.45139E+01  0.00000E+00  0.00000E+00  0.37612E+00  0.00000E+00  0.26343E-06    999  0.00000E+00      0.000
     845.0000  0.00000E+00  0.00000E+00 -0.11642E-09  0.00000E+00 -0.47195E-03 -0.77750E+00  0.00000E+00 -0.77750E+00  0.00000E+00 -0.81227E+00 -0.42378E+01  0.00000E+00 -0.45231E+01  0.00000E+00  0.00000E+00  0.37565E+00  0.00000E+00  0.26343E-06   1000  0.00000E+00      0.000
     845.5000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.47003E-03 -0.77800E+00  0.00000E+00 -0.77800E+00  0.00000E+00 -0.81250E+00 -0.41895E+01  0.00000E+00 -0.45274E+01  0.00000E+00  0.00000E+00  0.37591E+00  0.00000E+00  0.26343E-06   1001  0.00000E+00      0.000
     846.0000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46827E-03 -0.77850E+00  0.00000E+00 -0.77850E+00  0.00000E+00 -0.81274E+00 -0.42018E+01  0.00000E+00 -0.45313E+01  0.00000E+00  0.00000E+00  0.37618E+00  0.00000E+00  0.26343E-06   1002  0.00000E+00      0.000
     847.0000  0.00000E+00  0.00000E+00 -0.43656E-09  0.00000E+00 -0.46556E-03 -0.77850E+00  0.00000E+00 -0.77850E+00  0.00000E+00 -0.81320E+00 -0.44393E+01  0.00000E+00 -0.45373E+01  0.00000E+00  0.00000E+00  0.37571E+00  0.00000E+00  0.26343E-06   1003  0.00000E+00      0.000
     847.5000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46450E-03 -0.77900E+00  0.00000E+00 -0.77900E+00  0.00000E+00 -0.81343E+00 -0.43035E+01  0.00000E+00 -0.45400E+01  0.00000E+00  0.00000E+00  0.37598E+00  0.00000E+00  0.26343E-06   1004  0.00000E+00      0.000
     848.0000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46362E-03 -0.77950E+00  0.00000E+00 -0.77950E+00  0.00000E+00 -0.81367E+00 -0.42835E+01  0.00000E+00 -0.45420E+01  0.00000E+00  0.00000E+00  0.37625E+00  0.00000E+00  0.26343E-06   1005  0.00000E+00      0.000
     849.0000  0.00000E+00  0.00000E+00  0.10186E-09  0.00000E+00 -0.46281E-03 -0.77950E+00  0.00000E+00 -0.77950E+00  0.00000E+00 -0.81413E+00 -0.44930E+01  0.00000E+00 -0.45439E+01  0.00000E+00  0.00000E+00  0.37579E+00  0.00000E+00  0.26353E-06   1006  0.00000E+00      0.000
     850.0000  0.00000E+00  0.00000E+00  0.18335E-08  0.00000E+00 -0.46280E-03 -0.77950E+00  0.00000E+00 -0.77950E+00  0.00000E+00 -0.81459E+00 -0.45733E+01  0.00000E+00 -0.45443E+01  0.00000E+00  0.00000E+00  0.37532E+00  0.00000E+00  0.26536E-06   1007  0.00000E+00      0.000
     851.0000  0.00000E+00  0.00000E+00 -0.47294E-09  0.00000E+00 -0.46339E-03 -0.77950E+00  0.00000E+00 -0.77950E+00  0.00000E+00 -0.81505E+00 -0.46541E+01  0.00000E+00 -0.45432E+01  0.00000E+00  0.00000E+00  0.37486E+00  0.00000E+00  0.26536E-06   1008  0.00000E+00      0.000
     852.0000  0.00000E+00  0.00000E+00  0.14552E-10  0.00000E+00 -0.46433E-03 -0.77950E+00  0.00000E+00 -0.77950E+00  0.00000E+00 -0.81552E+00 -0.47075E+01  0.00000E+00 -0.45413E+01  0.00000E+00  0.00000E+00  0.37440E+00  0.00000E+00  0.26538E-06   1009  0.00000E+00      0.000
     853.0000  0.00000E+00  0.00000E+00  0.46930E-09  0.00000E+00 -0.46541E-03 -0.77950E+00  0.00000E+00 -0.77950E+00  0.00000E+00 -0.81598E+00 -0.47562E+01  0.00000E+00 -0.45390E+01  0.00000E+00  0.00000E+00  0.37393E+00  0.00000E+00  0.26585E-06   1010  0.00000E+00      0.000
     853.5000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46594E-03 -0.78000E+00  0.00000E+00 -0.78000E+00  0.00000E+00 -0.81622E+00 -0.45835E+01  0.00000E+00 -0.45378E+01  0.00000E+00  0.00000E+00  0.37420E+00  0.00000E+00  0.26585E-06   1011  0.00000E+00      0.000
     854.0000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46648E-03 -0.78050E+00  0.00000E+00 -0.78050E+00  0.00000E+00 -0.81645E+00 -0.44956E+01  0.00000E+00 -0.45366E+01  0.00000E+00  0.00000E+00  0.37446E+00  0.00000E+00  0.26585E-06   1012  0.00000E+00      0.000
     855.0000  0.00000E+00  0.00000E+00 -0.40745E-09  0.00000E+00 -0.46734E-03 -0.78050E+00  0.00000E+00 -0.78050E+00  0.00000E+00 -0.81692E+00 -0.46642E+01  0.00000E+00 -0.45347E+01  0.00000E+00  0.00000E+00  0.37400E+00  0.00000E+00  0.26585E-06   1013  0.00000E+00      0.000
     856.0000  0.00000E+00  0.00000E+00  0.42928E-09  0.00000E+00 -0.46796E-03 -0.78050E+00  0.00000E+00 -0.78050E+00  0.00000E+00 -0.81739E+00 -0.47446E+01  0.00000E+00 -0.45333E+01  0.00000E+00  0.00000E+00  0.37353E+00  0.00000E+00  0.26628E-06   1014  0.00000E+00      0.000
     856.5000 -0.10376E-02  0.00000E+00 -0.10376E-02  0.00000E+00 -0.46817E-03 -0.78102E+00  0.00000E+00 -0.78102E+00  0.00000E+00 -0.81762E+00 -0.45783E+01  0.00000E+00 -0.45327E+01  0.00000E+00  0.00000E+00  0.37381E+00  0.00000E+00  0.26628E-06   1015  0.00000E+00      0.000
     857.0000 -0.10376E-02  0.00000E+00 -0.10376E-02  0.00000E+00 -0.46833E-03 -0.78154E+00  0.00000E+00 -0.78154E+00  0.00000E+00 -0.81785E+00 -0.44900E+01  0.00000E+00 -0.45324E+01  0.00000E+00  0.00000E+00  0.37410E+00  0.00000E+00  0.26628E-06   1016  0.00000E+00      0.000
     858.0000  0.00000E+00  0.00000E+00  0.39290E-09  0.00000E+00 -0.46835E-03 -0.78154E+00  0.00000E+00 -0.78154E+00  0.00000E+00 -0.81832E+00 -0.46677E+01  0.00000E+00 -0.45322E+01  0.00000E+00  0.00000E+00  0.37363E+00  0.00000E+00  0.26667E-06   1017  0.00000E+00      0.000
     859.0000  0.00000E+00  0.00000E+00  0.49477E-09  0.00000E+00 -0.46813E-03 -0.78154E+00  0.00000E+00 -0.78154E+00  0.00000E+00 -0.81879E+00 -0.47516E+01  0.00000E+00 -0.45327E+01  0.00000E+00  0.00000E+00  0.37316E+00  0.00000E+00  0.26716E-06   1018  0.00000E+00      0.000
     860.0000  0.00000E+00  0.00000E+00 -0.32014E-09  0.00000E+00 -0.46766E-03 -0.78154E+00  0.00000E+00 -0.78154E+00  0.00000E+00 -0.81926E+00 -0.48101E+01  0.00000E+00 -0.45337E+01  0.00000E+00  0.00000E+00  0.37269E+00  0.00000E+00  0.26716E-06   1019  0.00000E+00      0.000
     860.5000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46737E-03 -0.78204E+00  0.00000E+00 -0.78204E+00  0.00000E+00 -0.81949E+00 -0.46354E+01  0.00000E+00 -0.45342E+01  0.00000E+00  0.00000E+00  0.37296E+00  0.00000E+00  0.26716E-06   1020  0.00000E+00      0.000
     861.0000 -0.10000E-02  0.00000E+00 -0.10000E-02  0.00000E+00 -0.46702E-03 -0.78254E+00  0.00000E+00 -0.78254E+00  0.00000E+00 -0.81973E+00 -0.45448E+01  0.00000E+00 -0.45350E+01  0.00000E+00  0.00000E+00  0.37323E+00  0.00000E+00  0.26716E-06   1021  0.00000E+00      0.000
     862.0000  0.00000E+00  0.00000E+00  0.34925E-09  0.00000E+00 -0.46614E-03 -0.78254E+00  0.00000E+00 -0.78254E+00  0.00000E+00 -0.82019E+00 -0.47383E+01  0.00000E+00 -0.45369E+01  0.00000E+00  0.00000E+00  0.37276E+00  0.00000E+00  0.26751E-06   1022  0.00000E+00      0.000
     863.0000  0.00000E+00  0.00000E+00 -0.94587E-10  0.00000E+00 -0.46507E-03 -0.78254E+00  0.00000E+00 -0.78254E+00  0.00000E+00 -0.82066E+00 -0.47847E+01  0.00000E+00 -0.45392E+01  0.00000E+00  0.00000E+00  0.37230E+00  0.00000E+00  0.26751E-06   1023  0.00000E+00      0.000
     864.0000  0.00000E+00  0.00000E+00  0.58571E-09  0.00000E+00 -0.46383E-03 -0.78254E+00  0.00000E+00 -0.78254E+00  0.00000E+00 -0.82112E+00 -0.48511E+01  0.00000E+00 -0.45419E+01  0.00000E+00  0.00000E+00  0.37183E+00  0.00000E+00  0.26810E-06   1024  0.00000E+00      0.000
     864.5000 -0.31492E-02  0.00000E+00 -0.31492E-02  0.00000E+00 -0.46317E-03 -0.78411E+00  0.00000E+00 -0.78411E+00  0.00000E+00 -0.82135E+00 -0.42937E+01  0.00000E+00 -0.45433E+01  0.00000E+00  0.00000E+00  0.37318E+00  0.00000E+00  0.26810E-06   1025  0.00000E+00      0.000
     865.0000 -0.31492E-02  0.00000E+00 -0.31492E-02  0.00000E+00 -0.46247E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82158E+00 -0.40189E+01  0.00000E+00 -0.45448E+01  0.00000E+00  0.00000E+00  0.37452E+00  0.00000E+00  0.26810E-06   1026  0.00000E+00      0.000
     866.0000  0.00000E+00  0.00000E+00  0.10768E-08  0.00000E+00 -0.46101E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82204E+00 -0.44348E+01  0.00000E+00 -0.45480E+01  0.00000E+00  0.00000E+00  0.37406E+00  0.00000E+00  0.26918E-06   1027  0.00000E+00      0.000
     867.0000  0.00000E+00  0.00000E+00  0.18917E-09  0.00000E+00 -0.45958E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82250E+00 -0.45916E+01  0.00000E+00 -0.45512E+01  0.00000E+00  0.00000E+00  0.37360E+00  0.00000E+00  0.26937E-06   1028  0.00000E+00      0.000
     868.0000  0.00000E+00  0.00000E+00  0.90949E-09  0.00000E+00 -0.45831E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82296E+00 -0.46919E+01  0.00000E+00 -0.45540E+01  0.00000E+00  0.00000E+00  0.37314E+00  0.00000E+00  0.27028E-06   1029  0.00000E+00      0.000
     869.0000  0.00000E+00  0.00000E+00 -0.12733E-08  0.00000E+00 -0.45720E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82342E+00 -0.47555E+01  0.00000E+00 -0.45565E+01  0.00000E+00  0.00000E+00  0.37268E+00  0.00000E+00  0.27028E-06   1030  0.00000E+00      0.000
     870.0000  0.00000E+00  0.00000E+00  0.82218E-09  0.00000E+00 -0.45625E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82388E+00 -0.48064E+01  0.00000E+00 -0.45587E+01  0.00000E+00  0.00000E+00  0.37223E+00  0.00000E+00  0.27110E-06   1031  0.00000E+00      0.000
     871.0000  0.00000E+00  0.00000E+00 -0.87311E-09  0.00000E+00 -0.45538E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82433E+00 -0.48485E+01  0.00000E+00 -0.45606E+01  0.00000E+00  0.00000E+00  0.37177E+00  0.00000E+00  0.27110E-06   1032  0.00000E+00      0.000
     872.0000  0.00000E+00  0.00000E+00  0.11642E-09  0.00000E+00 -0.45452E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82479E+00 -0.48884E+01  0.00000E+00 -0.45626E+01  0.00000E+00  0.00000E+00  0.37132E+00  0.00000E+00  0.27121E-06   1033  0.00000E+00      0.000
     873.0000  0.00000E+00  0.00000E+00  0.12806E-08  0.00000E+00 -0.45358E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82524E+00 -0.49237E+01  0.00000E+00 -0.45647E+01  0.00000E+00  0.00000E+00  0.37086E+00  0.00000E+00  0.27249E-06   1034  0.00000E+00      0.000
     874.0000  0.00000E+00  0.00000E+00 -0.18372E-09  0.00000E+00 -0.45248E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82569E+00 -0.49550E+01  0.00000E+00 -0.45671E+01  0.00000E+00  0.00000E+00  0.37041E+00  0.00000E+00  0.27249E-06   1035  0.00000E+00      0.000
     875.0000  0.00000E+00  0.00000E+00  0.55115E-09  0.00000E+00 -0.45116E-03 -0.78569E+00  0.00000E+00 -0.78569E+00  0.00000E+00 -0.82614E+00 -0.49870E+01  0.00000E+00 -0.45699E+01  0.00000E+00  0.00000E+00  0.36996E+00  0.00000E+00  0.27305E-06   1036  0.00000E+00      0.000
     875.5000 -0.21016E-02  0.00000E+00 -0.21016E-02  0.00000E+00 -0.45043E-03 -0.78674E+00  0.00000E+00 -0.78674E+00  0.00000E+00 -0.82637E+00 -0.45570E+01  0.00000E+00 -0.45714E+01  0.00000E+00  0.00000E+00  0.37078E+00  0.00000E+00  0.27305E-06   1037  0.00000E+00      0.000
     876.0000 -0.21016E-02  0.00000E+00 -0.21016E-02  0.00000E+00 -0.44966E-03 -0.78779E+00  0.00000E+00 -0.78779E+00  0.00000E+00 -0.82659E+00 -0.43505E+01  0.00000E+00 -0.45731E+01  0.00000E+00  0.00000E+00  0.37161E+00  0.00000E+00  0.27305E-06   1038  0.00000E+00      0.000
     876.5000 -0.10508E-02  0.00000E+00 -0.10508E-02  0.00000E+00 -0.44882E-03 -0.78831E+00  0.00000E+00 -0.78831E+00  0.00000E+00 -0.82682E+00 -0.43941E+01  0.00000E+00 -0.45749E+01  0.00000E+00  0.00000E+00  0.37191E+00  0.00000E+00  0.27305E-06   1039  0.00000E+00      0.000
     877.0000 -0.10508E-02  0.00000E+00 -0.10508E-02  0.00000E+00 -0.44792E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82704E+00 -0.43889E+01  0.00000E+00 -0.45769E+01  0.00000E+00  0.00000E+00  0.37221E+00  0.00000E+00  0.27305E-06   1040  0.00000E+00      0.000
     878.0000  0.00000E+00  0.00000E+00 -0.34925E-09  0.00000E+00 -0.44599E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82749E+00 -0.46448E+01  0.00000E+00 -0.45811E+01  0.00000E+00  0.00000E+00  0.37177E+00  0.00000E+00  0.27305E-06   1041  0.00000E+00      0.000
     879.0000  0.00000E+00  0.00000E+00  0.23283E-09  0.00000E+00 -0.44404E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82793E+00 -0.47244E+01  0.00000E+00 -0.45854E+01  0.00000E+00  0.00000E+00  0.37132E+00  0.00000E+00  0.27328E-06   1042  0.00000E+00      0.000
     880.0000  0.00000E+00  0.00000E+00 -0.80036E-10  0.00000E+00 -0.44214E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82837E+00 -0.48077E+01  0.00000E+00 -0.45896E+01  0.00000E+00  0.00000E+00  0.37088E+00  0.00000E+00  0.27328E-06   1043  0.00000E+00      0.000
     881.0000  0.00000E+00  0.00000E+00  0.61846E-10  0.00000E+00 -0.44035E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82881E+00 -0.48558E+01  0.00000E+00 -0.45936E+01  0.00000E+00  0.00000E+00  0.37044E+00  0.00000E+00  0.27334E-06   1044  0.00000E+00      0.000
     882.0000  0.00000E+00  0.00000E+00  0.37471E-09  0.00000E+00 -0.43866E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82925E+00 -0.49058E+01  0.00000E+00 -0.45974E+01  0.00000E+00  0.00000E+00  0.37000E+00  0.00000E+00  0.27371E-06   1045  0.00000E+00      0.000
     883.0000  0.00000E+00  0.00000E+00  0.33106E-09  0.00000E+00 -0.43702E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.82969E+00 -0.49433E+01  0.00000E+00 -0.46010E+01  0.00000E+00  0.00000E+00  0.36957E+00  0.00000E+00  0.27405E-06   1046  0.00000E+00      0.000
     884.0000  0.00000E+00  0.00000E+00 -0.18190E-10  0.00000E+00 -0.43539E-03 -0.78884E+00  0.00000E+00 -0.78884E+00  0.00000E+00 -0.83012E+00 -0.49806E+01  0.00000E+00 -0.46047E+01  0.00000E+00  0.00000E+00  0.36913E+00  0.00000E+00  0.27405E-06   1047  0.00000E+00      0.000
     884.5000 -0.20588E-02  0.00000E+00 -0.20588E-02  0.00000E+00 -0.43456E-03 -0.78987E+00  0.00000E+00 -0.78987E+00  0.00000E+00 -0.83034E+00 -0.45621E+01  0.00000E+00 -0.46065E+01  0.00000E+00  0.00000E+00  0.36994E+00  0.00000E+00  0.27405E-06   1048  0.00000E+00      0.000
     885.0000 -0.20588E-02  0.00000E+00 -0.20588E-02  0.00000E+00 -0.43372E-03 -0.79090E+00  0.00000E+00 -0.79090E+00  0.00000E+00 -0.83056E+00 -0.43614E+01  0.00000E+00 -0.46083E+01  0.00000E+00  0.00000E+00  0.37075E+00  0.00000E+00  0.27405E-06   1049  0.00000E+00      0.000
     885.5000 -0.10702E-02  0.00000E+00 -0.10702E-02  0.00000E+00 -0.43287E-03 -0.79143E+00  0.00000E+00 -0.79143E+00  0.00000E+00 -0.83078E+00 -0.43974E+01  0.00000E+00 -0.46102E+01  0.00000E+00  0.00000E+00  0.37107E+00  0.00000E+00  0.27405E-06   1050  0.00000E+00      0.000
